case,default_ms,both_ms,paired_change_pct,paired_min_pct,paired_max_pct,slower_rounds,rounds
0,287.45775,286.758854,-1.0654294068056291,-3.5533171811731656,7.562997414321515,6,20
1,288.9056875,294.189667,0.09672453028546357,-4.092742213578305,8.831127568017894,12,20
2,293.1422085,294.130583,0.8554748687876312,-4.278620355298757,4.878894625589814,16,20
