case,kind,effort,distance,mode,srgb_rmse,block_error_roughness,red_green_error_roughness
chroma-gradient-e3-d1.2,synthetic-gradient,3,1.2,both,0.0007659833645448089,0.00023420964134857059,0.0004115314222872257
chroma-gradient-e3-d1.2,synthetic-gradient,3,1.2,default,0.0016847122460603714,0.0010058787884190679,0.001618191134184599
chroma-gradient-e3-d1.2,synthetic-gradient,3,1.2,quantize,0.0008573265513405204,0.0006509912782348692,0.0011406984413042665
chroma-gradient-e3-d1.2,synthetic-gradient,3,1.2,smooth,0.0015668155392631888,0.00038036081241443753,0.0005825430271215737
chroma-gradient-e3-d3,synthetic-gradient,3,3.0,both,0.0017216429114341736,0.00033185622305609286,0.000605601177085191
chroma-gradient-e3-d3,synthetic-gradient,3,3.0,default,0.0035944480914622545,0.0013681752607226372,0.002385667059570551
chroma-gradient-e3-d3,synthetic-gradient,3,3.0,quantize,0.0018140043830499053,0.0009067397331818938,0.001677454449236393
chroma-gradient-e3-d3,synthetic-gradient,3,3.0,smooth,0.003494524396955967,0.00048120971769094467,0.0008597345440648496
chroma-gradient-e3-d6,synthetic-gradient,3,6.0,both,0.003318438772112131,0.00045462854905053973,0.0007943545933812857
chroma-gradient-e3-d6,synthetic-gradient,3,6.0,default,0.005819026380777359,0.0017475496279075742,0.003082293551415205
chroma-gradient-e3-d6,synthetic-gradient,3,6.0,quantize,0.0034140031784772873,0.0012773172929883003,0.0021981499157845974
chroma-gradient-e3-d6,synthetic-gradient,3,6.0,smooth,0.005709574557840824,0.0006305188871920109,0.0011116378009319305
chroma-gradient-e4-d1.2,synthetic-gradient,4,1.2,both,0.000765600532758981,0.00023103550483938307,0.0004114241455681622
chroma-gradient-e4-d1.2,synthetic-gradient,4,1.2,default,0.0017606141045689583,0.0009812366915866733,0.001617901842109859
chroma-gradient-e4-d1.2,synthetic-gradient,4,1.2,quantize,0.0008498146780766547,0.0006436704425141215,0.00113209942355752
chroma-gradient-e4-d1.2,synthetic-gradient,4,1.2,smooth,0.0016749395290389657,0.0003604062076192349,0.000586141599342227
chroma-gradient-e4-d3,synthetic-gradient,4,3.0,both,0.00178148178383708,0.00034363806480541825,0.0005949947517365217
chroma-gradient-e4-d3,synthetic-gradient,4,3.0,both-matched-size,0.00201208284124732,0.0003531792026478797,0.0006412828806787729
chroma-gradient-e4-d3,synthetic-gradient,4,3.0,default,0.0034872107207775116,0.001296740141697228,0.002318456070497632
chroma-gradient-e4-d3,synthetic-gradient,4,3.0,quantize,0.0018572475528344512,0.0009350111940875649,0.0016922299982979894
chroma-gradient-e4-d3,synthetic-gradient,4,3.0,smooth,0.003654546570032835,0.0005476415390148759,0.0008368294220417738
chroma-gradient-e4-d6,synthetic-gradient,4,6.0,both,0.003321536350995302,0.0004687644250225276,0.0007983310497365892
chroma-gradient-e4-d6,synthetic-gradient,4,6.0,default,0.005852697882801294,0.0018417362589389086,0.003233476309105754
chroma-gradient-e4-d6,synthetic-gradient,4,6.0,quantize,0.0033600544556975365,0.001265432219952345,0.0022047071252018213
chroma-gradient-e4-d6,synthetic-gradient,4,6.0,smooth,0.005096044857054949,0.0005724808434024453,0.0011715040309354663
chroma-gradient-e7-d1.2,synthetic-gradient,7,1.2,both,0.0007804720080457628,0.0002581002190709114,0.0004438247997313738
chroma-gradient-e7-d1.2,synthetic-gradient,7,1.2,default,0.0018747992580756545,0.0011217216961085796,0.0018127717776224017
chroma-gradient-e7-d1.2,synthetic-gradient,7,1.2,quantize,0.0008679304155521095,0.0006964628701098263,0.0012431395007297397
chroma-gradient-e7-d1.2,synthetic-gradient,7,1.2,smooth,0.0017040926031768322,0.00039527638000436127,0.000636354845482856
chroma-gradient-e7-d3,synthetic-gradient,7,3.0,both,0.0016842924524098635,0.0003526835353113711,0.0006484659970737994
chroma-gradient-e7-d3,synthetic-gradient,7,3.0,default,0.0036249712575227022,0.0015150265535339713,0.0026135784573853016
chroma-gradient-e7-d3,synthetic-gradient,7,3.0,quantize,0.0019691477064043283,0.0010820480529218912,0.0018337195506319404
chroma-gradient-e7-d3,synthetic-gradient,7,3.0,smooth,0.0035070800222456455,0.0005279974429868162,0.0009331119945272803
chroma-gradient-e7-d6,synthetic-gradient,7,6.0,both,0.0033506122417747974,0.0005040410906076431,0.0008733418071642518
chroma-gradient-e7-d6,synthetic-gradient,7,6.0,default,0.005805975291877985,0.001957343891263008,0.0035146933514624834
chroma-gradient-e7-d6,synthetic-gradient,7,6.0,quantize,0.0038054033648222685,0.001513287890702486,0.0024740591179579496
chroma-gradient-e7-d6,synthetic-gradient,7,6.0,smooth,0.0051570795476436615,0.0008050641627050936,0.0012314468622207642
