image,stratum,effort,reference,variant,quality_low,quality_high,pchip_percent,linear_percent,difference_percentage_points
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,default,smooth,68.28398593273505,87.66574210636848,0.001328145767715225,0.002834035238830576,0.001505889471115351
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,default,both,68.28398593273505,87.66574210636848,0.9414692297607139,0.969757790247569,0.02828856048685513
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,weighted,default,68.28398593273505,87.66574210636848,0.0012665714211610181,0.0013450366401416747,7.846521898065653e-05
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,weighted,quantize,68.28398593273505,87.66574210636848,0.9450017577012948,0.9734204611968676,0.02841870349557285
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,weighted,smooth,68.28398593273505,87.66574210636848,0.002594734010790969,0.004179109997784607,0.0015843759869936381
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,weighted,both,68.28398593273505,87.66574210636848,0.9427477255620782,0.9711158704853105,0.028368144923232252
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,default,weighted,66.95740321622321,87.98124846000424,-0.0021421567555769787,-0.001873596995455659,0.00026855976012131965
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,default,quantize,66.95740321622321,87.98124846000424,1.0204715781054978,1.0229659353511156,0.002494357245617751
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,default,smooth,66.95740321622321,87.98124846000424,0.0013894288252375064,0.0038948304535768885,0.0025054016283393822
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,default,both,66.95740321622321,87.98124846000424,1.0207599714261688,1.0240425896760723,0.0032826182499035017
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,weighted,default,66.95740321622321,87.98124846000424,0.002142202644915655,0.0018736320997703863,-0.00026857054514526865
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,weighted,quantize,66.95740321622321,87.98124846000424,1.0226356413195503,1.0248587340690203,0.002223092749469968
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,weighted,smooth,66.95740321622321,87.98124846000424,0.0035316612345342047,0.005768535528140884,0.0022368742936066796
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,4,weighted,both,66.95740321622321,87.98124846000424,1.0229240408181908,1.0259354085665184,0.0030113677483276646
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,7,default,weighted,66.42196143703616,88.07870336241969,-0.0038300971663209485,-0.003744792399298846,8.530476702210254e-05
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,7,default,quantize,66.42196143703616,88.07870336241969,1.0168494612194288,1.0147624899067893,-0.002086971312639463
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,7,default,smooth,66.42196143703616,88.07870336241969,0.010165085860551695,0.009730328459780621,-0.00043475740077107347
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,7,default,both,66.42196143703616,88.07870336241969,1.0268349179496343,1.0263209646587104,-0.000513953290923963
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,7,weighted,default,66.42196143703616,88.07870336241969,0.003830243868382814,0.0037449326392516792,-8.531122913113488e-05
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,7,weighted,quantize,66.42196143703616,88.07870336241969,1.0207186529019503,1.0185454247177366,-0.002173228184213727
