image,effort,mode,group,milliseconds
unsplash/campus_interior/12mp,7,cpu,butteraugli.malta.main,14.3656045
unsplash/campus_interior/12mp,7,cpu,butteraugli.mask.main,1.2723125
unsplash/campus_interior/12mp,7,cpu,butteraugli.resident_reduction,4.660062
unsplash/campus_interior/12mp,7,cpu,aq.policy_update,0.044146
unsplash/campus_interior/12mp,7,cpu,aq.final_frame,5.7987085
unsplash/campus_interior/12mp,7,release,frontend.prepare_aq.reference,17.456459
unsplash/campus_interior/12mp,7,release,frontend.initial_quantization,6.317125
unsplash/campus_interior/12mp,7,release,frontend.ac_strategy,35.44725
unsplash/campus_interior/12mp,7,release,frontend.ac_strategy.select,0.3747085
unsplash/campus_interior/12mp,7,release,frontend.ac_strategy.metadata,0.647959
unsplash/campus_interior/12mp,7,release,aq.strategy_dispatch,0.003479
unsplash/campus_interior/12mp,7,release,frontend.quant_adjustment,0.040542
unsplash/campus_interior/12mp,7,release,aq.policy_bounds,0.0110835
unsplash/campus_interior/12mp,7,release,aq.reconstruction,16.8756075
unsplash/campus_interior/12mp,7,release,aq.policy_initialize,0.023208
unsplash/campus_interior/12mp,7,release,aq.gaborish,3.3716665
unsplash/campus_interior/12mp,7,release,aq.epf.pass_1,3.683521
unsplash/campus_interior/12mp,7,release,aq.epf_linear.pass_2,3.188834
unsplash/campus_interior/12mp,7,release,butteraugli.psycho.sub,7.994666500000001
unsplash/campus_interior/12mp,7,release,butteraugli.malta.sub,3.6508125
unsplash/campus_interior/12mp,7,release,butteraugli.mask_final.sub,1.4182295
unsplash/campus_interior/12mp,7,release,butteraugli.psycho.main,23.758020000000002
unsplash/campus_interior/12mp,7,release,butteraugli.malta.main,14.3802085
unsplash/campus_interior/12mp,7,release,butteraugli.mask.main,1.2749575
unsplash/campus_interior/12mp,7,release,butteraugli.resident_reduction,4.6952495
unsplash/campus_interior/12mp,7,release,aq.policy_update,0.0443335
unsplash/campus_interior/12mp,7,release,aq.final_frame,5.8081455
unsplash/campus_interior/12mp,7,joined1,frontend.prepare_aq.reference,17.453895000000003
unsplash/campus_interior/12mp,7,joined1,frontend.initial_quantization,6.3126455
unsplash/campus_interior/12mp,7,joined1,frontend.ac_strategy,35.4591475
unsplash/campus_interior/12mp,7,joined1,frontend.ac_strategy.select,0.375
unsplash/campus_interior/12mp,7,joined1,frontend.ac_strategy.metadata,0.65025
unsplash/campus_interior/12mp,7,joined1,aq.strategy_dispatch,0.003375
unsplash/campus_interior/12mp,7,joined1,frontend.quant_adjustment,0.0411455
unsplash/campus_interior/12mp,7,joined1,aq.policy_bounds,0.0111665
unsplash/campus_interior/12mp,7,joined1,aq.reconstruction,16.8876245
unsplash/campus_interior/12mp,7,joined1,aq.policy_initialize,0.0238745
unsplash/campus_interior/12mp,7,joined1,aq.gaborish,3.36375
unsplash/campus_interior/12mp,7,joined1,aq.epf.pass_1,3.6842705000000002
unsplash/campus_interior/12mp,7,joined1,aq.epf_linear.pass_2,3.188083
unsplash/campus_interior/12mp,7,joined1,butteraugli.psycho.sub,8.005146499999999
unsplash/campus_interior/12mp,7,joined1,butteraugli.malta.sub,3.6487085
unsplash/campus_interior/12mp,7,joined1,butteraugli.mask_final.sub,1.4122910000000002
unsplash/campus_interior/12mp,7,joined1,butteraugli.psycho.main,23.764021
unsplash/campus_interior/12mp,7,joined1,butteraugli.malta.main,14.372771
unsplash/campus_interior/12mp,7,joined1,butteraugli.mask.main,1.273249
unsplash/campus_interior/12mp,7,joined1,butteraugli.resident_reduction,4.694458
unsplash/campus_interior/12mp,7,joined1,aq.policy_update,0.044021
unsplash/campus_interior/12mp,7,joined1,aq.final_frame,5.803937
unsplash/campus_interior/12mp,8,base,frontend.prepare_aq.reference,27.104354
unsplash/campus_interior/12mp,8,base,frontend.initial_quantization,6.3075415
unsplash/campus_interior/12mp,8,base,frontend.ac_strategy,35.450354
unsplash/campus_interior/12mp,8,base,frontend.ac_strategy.select,0.37477099999999997
unsplash/campus_interior/12mp,8,base,frontend.ac_strategy.metadata,0.6492910000000001
unsplash/campus_interior/12mp,8,base,aq.strategy_dispatch,0.0034999999999999996
unsplash/campus_interior/12mp,8,base,frontend.quant_adjustment,0.0410415
unsplash/campus_interior/12mp,8,base,aq.policy_bounds,0.01125
unsplash/campus_interior/12mp,8,base,aq.reconstruction,38.582899499999996
unsplash/campus_interior/12mp,8,base,aq.policy_initialize,0.022688
unsplash/campus_interior/12mp,8,base,aq.gaborish,5.0540415
unsplash/campus_interior/12mp,8,base,aq.epf.pass_1,5.523729
unsplash/campus_interior/12mp,8,base,aq.epf_linear.pass_2,4.788397
unsplash/campus_interior/12mp,8,base,butteraugli.psycho.sub,11.978396
unsplash/campus_interior/12mp,8,base,butteraugli.malta.sub,5.4730834999999995
unsplash/campus_interior/12mp,8,base,butteraugli.mask_final.sub,2.1140415
unsplash/campus_interior/12mp,8,base,butteraugli.psycho.main,35.665979
unsplash/campus_interior/12mp,8,base,butteraugli.malta.main,21.557146
unsplash/campus_interior/12mp,8,base,butteraugli.mask.main,1.913938
unsplash/campus_interior/12mp,8,base,butteraugli.resident_reduction,7.048459
unsplash/campus_interior/12mp,8,base,aq.policy_update,0.06689500000000001
unsplash/campus_interior/12mp,8,base,aq.final_frame,5.810686
unsplash/campus_interior/12mp,8,cpu,frontend.prepare_aq.reference,26.760000500000004
unsplash/campus_interior/12mp,8,cpu,frontend.initial_quantization,6.311625
unsplash/campus_interior/12mp,8,cpu,frontend.ac_strategy,35.4407505
unsplash/campus_interior/12mp,8,cpu,frontend.ac_strategy.select,0.3743335
unsplash/campus_interior/12mp,8,cpu,frontend.ac_strategy.metadata,0.6471454999999999
unsplash/campus_interior/12mp,8,cpu,aq.strategy_dispatch,0.003479
unsplash/campus_interior/12mp,8,cpu,frontend.quant_adjustment,0.0410415
unsplash/campus_interior/12mp,8,cpu,aq.policy_bounds,0.011208
unsplash/campus_interior/12mp,8,cpu,aq.reconstruction,38.47906200000001
unsplash/campus_interior/12mp,8,cpu,aq.policy_initialize,0.0221045
unsplash/campus_interior/12mp,8,cpu,aq.gaborish,5.0400835
unsplash/campus_interior/12mp,8,cpu,aq.epf.pass_1,5.5241665
unsplash/campus_interior/12mp,8,cpu,aq.epf_linear.pass_2,4.7846245
unsplash/campus_interior/12mp,8,cpu,butteraugli.psycho.sub,11.974332500000003
unsplash/campus_interior/12mp,8,cpu,butteraugli.malta.sub,5.4610415
unsplash/campus_interior/12mp,8,cpu,butteraugli.mask_final.sub,2.112167
unsplash/campus_interior/12mp,8,cpu,butteraugli.psycho.main,35.581791499999994
unsplash/campus_interior/12mp,8,cpu,butteraugli.malta.main,21.553041999999998
unsplash/campus_interior/12mp,8,cpu,butteraugli.mask.main,1.9108955
unsplash/campus_interior/12mp,8,cpu,butteraugli.resident_reduction,7.0261245
unsplash/campus_interior/12mp,8,cpu,aq.policy_update,0.06720849999999999
unsplash/campus_interior/12mp,8,cpu,aq.final_frame,5.818333
unsplash/campus_interior/12mp,8,release,frontend.prepare_aq.reference,27.648832000000002
unsplash/campus_interior/12mp,8,release,frontend.initial_quantization,6.3103955
unsplash/campus_interior/12mp,8,release,frontend.ac_strategy,35.443604
unsplash/campus_interior/12mp,8,release,frontend.ac_strategy.select,0.3747715
unsplash/campus_interior/12mp,8,release,frontend.ac_strategy.metadata,0.650667
unsplash/campus_interior/12mp,8,release,aq.strategy_dispatch,0.003375
unsplash/campus_interior/12mp,8,release,frontend.quant_adjustment,0.04075
unsplash/campus_interior/12mp,8,release,aq.policy_bounds,0.011186999999999999
unsplash/campus_interior/12mp,8,release,aq.reconstruction,38.44341950000001
unsplash/campus_interior/12mp,8,release,aq.policy_initialize,0.0216045
unsplash/campus_interior/12mp,8,release,aq.gaborish,5.0347285
unsplash/campus_interior/12mp,8,release,aq.epf.pass_1,5.525957999999999
unsplash/campus_interior/12mp,8,release,aq.epf_linear.pass_2,4.7946875
unsplash/campus_interior/12mp,8,release,butteraugli.psycho.sub,11.991872999999998
unsplash/campus_interior/12mp,8,release,butteraugli.malta.sub,5.473
unsplash/campus_interior/12mp,8,release,butteraugli.mask_final.sub,2.114896
unsplash/campus_interior/12mp,8,release,butteraugli.psycho.main,35.623498999999995
unsplash/campus_interior/12mp,8,release,butteraugli.malta.main,21.550791500000003
unsplash/campus_interior/12mp,8,release,butteraugli.mask.main,1.9107910000000001
unsplash/campus_interior/12mp,8,release,butteraugli.resident_reduction,7.005667
unsplash/campus_interior/12mp,8,release,aq.policy_update,0.066646
unsplash/campus_interior/12mp,8,release,aq.final_frame,5.802437
unsplash/campus_interior/12mp,8,joined1,frontend.prepare_aq.reference,26.769500999999995
unsplash/campus_interior/12mp,8,joined1,frontend.initial_quantization,6.302125
unsplash/campus_interior/12mp,8,joined1,frontend.ac_strategy,35.449791999999995
unsplash/campus_interior/12mp,8,joined1,frontend.ac_strategy.select,0.37458349999999996
unsplash/campus_interior/12mp,8,joined1,frontend.ac_strategy.metadata,0.6521250000000001
unsplash/campus_interior/12mp,8,joined1,aq.strategy_dispatch,0.0033959999999999997
unsplash/campus_interior/12mp,8,joined1,frontend.quant_adjustment,0.0412915
unsplash/campus_interior/12mp,8,joined1,aq.policy_bounds,0.011146
unsplash/campus_interior/12mp,8,joined1,aq.reconstruction,38.68600100000002
unsplash/campus_interior/12mp,8,joined1,aq.policy_initialize,0.0232295
unsplash/campus_interior/12mp,8,joined1,aq.gaborish,5.0357705
unsplash/campus_interior/12mp,8,joined1,aq.epf.pass_1,5.523645500000001
unsplash/campus_interior/12mp,8,joined1,aq.epf_linear.pass_2,4.789479
unsplash/campus_interior/12mp,8,joined1,butteraugli.psycho.sub,11.976936499999999
unsplash/campus_interior/12mp,8,joined1,butteraugli.malta.sub,5.4654585
unsplash/campus_interior/12mp,8,joined1,butteraugli.mask_final.sub,2.1066455
unsplash/campus_interior/12mp,8,joined1,butteraugli.psycho.main,35.585665000000006
unsplash/campus_interior/12mp,8,joined1,butteraugli.malta.main,21.546792500000002
unsplash/campus_interior/12mp,8,joined1,butteraugli.mask.main,1.9120629999999998
unsplash/campus_interior/12mp,8,joined1,butteraugli.resident_reduction,6.978792
unsplash/campus_interior/12mp,8,joined1,aq.policy_update,0.06816599999999999
unsplash/campus_interior/12mp,8,joined1,aq.final_frame,5.812728
unsplash/alpine_lake/24mp,1,base,frontend.initial_quantization,3.8072915
unsplash/alpine_lake/24mp,1,base,frontend.quant_adjustment,0.13487500000000002
unsplash/alpine_lake/24mp,1,base,aq.policy_bounds,0.0615835
unsplash/alpine_lake/24mp,1,base,aq.final_frame,24.433001499999996
unsplash/alpine_lake/24mp,1,cpu,frontend.initial_quantization,3.7148335
unsplash/alpine_lake/24mp,1,cpu,frontend.quant_adjustment,0.13558350000000002
unsplash/alpine_lake/24mp,1,cpu,aq.policy_bounds,0.0618125
unsplash/alpine_lake/24mp,1,cpu,aq.final_frame,25.1545205
unsplash/alpine_lake/24mp,1,release,frontend.initial_quantization,2.7290834999999998
unsplash/alpine_lake/24mp,1,release,frontend.quant_adjustment,0.0533125
unsplash/alpine_lake/24mp,1,release,aq.policy_bounds,0.01625
unsplash/alpine_lake/24mp,1,release,aq.final_frame,15.981916000000002
unsplash/alpine_lake/24mp,1,joined1,frontend.initial_quantization,2.728542
unsplash/alpine_lake/24mp,1,joined1,frontend.quant_adjustment,0.0554795
unsplash/alpine_lake/24mp,1,joined1,aq.policy_bounds,0.0161875
unsplash/alpine_lake/24mp,1,joined1,aq.final_frame,15.9910615
unsplash/alpine_lake/24mp,7,base,frontend.prepare_aq.reference,39.376875
unsplash/alpine_lake/24mp,7,base,frontend.initial_quantization,13.2707285
unsplash/alpine_lake/24mp,7,base,frontend.ac_strategy,70.99879100000001
unsplash/alpine_lake/24mp,7,base,frontend.ac_strategy.select,0.397458
unsplash/alpine_lake/24mp,7,base,frontend.ac_strategy.metadata,0.9692289999999999
unsplash/alpine_lake/24mp,7,base,aq.strategy_dispatch,0.0034375
unsplash/alpine_lake/24mp,7,base,frontend.quant_adjustment,0.047479
unsplash/alpine_lake/24mp,7,base,aq.policy_bounds,0.014792
unsplash/alpine_lake/24mp,7,base,aq.reconstruction,27.642253
unsplash/alpine_lake/24mp,7,base,aq.policy_initialize,0.043084
unsplash/alpine_lake/24mp,7,base,aq.gaborish,6.976312500000001
unsplash/alpine_lake/24mp,7,base,aq.epf.pass_1,7.332021
unsplash/alpine_lake/24mp,7,base,aq.epf_linear.pass_2,5.701271
unsplash/alpine_lake/24mp,7,base,butteraugli.psycho.sub,14.042480000000001
unsplash/alpine_lake/24mp,7,base,butteraugli.malta.sub,7.106020000000001
unsplash/alpine_lake/24mp,7,base,butteraugli.mask_final.sub,2.5588335000000004
unsplash/alpine_lake/24mp,7,base,butteraugli.psycho.main,41.5724405
unsplash/alpine_lake/24mp,7,base,butteraugli.malta.main,28.22
unsplash/alpine_lake/24mp,7,base,butteraugli.mask.main,2.4328335
unsplash/alpine_lake/24mp,7,base,butteraugli.resident_reduction,7.002542
unsplash/alpine_lake/24mp,7,base,aq.policy_update,0.0829165
unsplash/alpine_lake/24mp,7,base,aq.final_frame,8.7597915
unsplash/alpine_lake/24mp,7,cpu,frontend.prepare_aq.reference,33.951480000000004
unsplash/alpine_lake/24mp,7,cpu,frontend.initial_quantization,13.0986045
unsplash/alpine_lake/24mp,7,cpu,frontend.ac_strategy,71.0003345
unsplash/alpine_lake/24mp,7,cpu,frontend.ac_strategy.select,0.397229
unsplash/alpine_lake/24mp,7,cpu,frontend.ac_strategy.metadata,0.971
unsplash/alpine_lake/24mp,7,cpu,aq.strategy_dispatch,0.003375
unsplash/alpine_lake/24mp,7,cpu,frontend.quant_adjustment,0.048
unsplash/alpine_lake/24mp,7,cpu,aq.policy_bounds,0.014833
unsplash/alpine_lake/24mp,7,cpu,aq.reconstruction,27.66149800000001
unsplash/alpine_lake/24mp,7,cpu,aq.policy_initialize,0.0429585
unsplash/alpine_lake/24mp,7,cpu,aq.gaborish,6.9795
unsplash/alpine_lake/24mp,7,cpu,aq.epf.pass_1,7.3326875
unsplash/alpine_lake/24mp,7,cpu,aq.epf_linear.pass_2,5.689375
unsplash/alpine_lake/24mp,7,cpu,butteraugli.psycho.sub,14.033314
unsplash/alpine_lake/24mp,7,cpu,butteraugli.malta.sub,7.1032709999999994
unsplash/alpine_lake/24mp,7,cpu,butteraugli.mask_final.sub,2.5457710000000002
unsplash/alpine_lake/24mp,7,cpu,butteraugli.psycho.main,41.558896000000004
unsplash/alpine_lake/24mp,7,cpu,butteraugli.malta.main,28.2612295
unsplash/alpine_lake/24mp,7,cpu,butteraugli.mask.main,2.4336245
unsplash/alpine_lake/24mp,7,cpu,butteraugli.resident_reduction,7.006562499999999
unsplash/alpine_lake/24mp,7,cpu,aq.policy_update,0.0836245
unsplash/alpine_lake/24mp,7,cpu,aq.final_frame,8.740751
unsplash/alpine_lake/24mp,7,release,frontend.prepare_aq.reference,31.394647
unsplash/alpine_lake/24mp,7,release,frontend.initial_quantization,13.04175
unsplash/alpine_lake/24mp,7,release,frontend.ac_strategy,71.0072495
unsplash/alpine_lake/24mp,7,release,frontend.ac_strategy.select,0.39654199999999995
unsplash/alpine_lake/24mp,7,release,frontend.ac_strategy.metadata,0.972771
unsplash/alpine_lake/24mp,7,release,aq.strategy_dispatch,0.0034375
unsplash/alpine_lake/24mp,7,release,frontend.quant_adjustment,0.047625
unsplash/alpine_lake/24mp,7,release,aq.policy_bounds,0.014792
unsplash/alpine_lake/24mp,7,release,aq.reconstruction,27.6522475
unsplash/alpine_lake/24mp,7,release,aq.policy_initialize,0.043249499999999996
unsplash/alpine_lake/24mp,7,release,aq.gaborish,6.9820625
unsplash/alpine_lake/24mp,7,release,aq.epf.pass_1,7.334125500000001
unsplash/alpine_lake/24mp,7,release,aq.epf_linear.pass_2,5.701687
unsplash/alpine_lake/24mp,7,release,butteraugli.psycho.sub,14.0561045
unsplash/alpine_lake/24mp,7,release,butteraugli.malta.sub,7.1132290000000005
unsplash/alpine_lake/24mp,7,release,butteraugli.mask_final.sub,2.5685425000000004
unsplash/alpine_lake/24mp,7,release,butteraugli.psycho.main,41.5850395
unsplash/alpine_lake/24mp,7,release,butteraugli.malta.main,28.2640205
unsplash/alpine_lake/24mp,7,release,butteraugli.mask.main,2.431375
unsplash/alpine_lake/24mp,7,release,butteraugli.resident_reduction,7.0065005
unsplash/alpine_lake/24mp,7,release,aq.policy_update,0.08306250000000001
unsplash/alpine_lake/24mp,7,release,aq.final_frame,8.7519165
unsplash/alpine_lake/24mp,7,joined1,frontend.prepare_aq.reference,30.744626500000003
unsplash/alpine_lake/24mp,7,joined1,frontend.initial_quantization,13.0473335
unsplash/alpine_lake/24mp,7,joined1,frontend.ac_strategy,71.0042075
unsplash/alpine_lake/24mp,7,joined1,frontend.ac_strategy.select,0.3971665
unsplash/alpine_lake/24mp,7,joined1,frontend.ac_strategy.metadata,0.9647705
unsplash/alpine_lake/24mp,7,joined1,aq.strategy_dispatch,0.0033545
unsplash/alpine_lake/24mp,7,joined1,frontend.quant_adjustment,0.0475415
unsplash/alpine_lake/24mp,7,joined1,aq.policy_bounds,0.014792
unsplash/alpine_lake/24mp,7,joined1,aq.reconstruction,27.645854500000002
unsplash/alpine_lake/24mp,7,joined1,aq.policy_initialize,0.043208
unsplash/alpine_lake/24mp,7,joined1,aq.gaborish,6.975875500000001
unsplash/alpine_lake/24mp,7,joined1,aq.epf.pass_1,7.3347295
unsplash/alpine_lake/24mp,7,joined1,aq.epf_linear.pass_2,5.6952915
unsplash/alpine_lake/24mp,7,joined1,butteraugli.psycho.sub,14.0193525
unsplash/alpine_lake/24mp,7,joined1,butteraugli.malta.sub,7.101604
unsplash/alpine_lake/24mp,7,joined1,butteraugli.mask_final.sub,2.5443955000000003
unsplash/alpine_lake/24mp,7,joined1,butteraugli.psycho.main,41.574521999999995
unsplash/alpine_lake/24mp,7,joined1,butteraugli.malta.main,28.2500625
unsplash/alpine_lake/24mp,7,joined1,butteraugli.mask.main,2.4326665
unsplash/alpine_lake/24mp,7,joined1,butteraugli.resident_reduction,7.0031045
unsplash/alpine_lake/24mp,7,joined1,aq.policy_update,0.0829995
unsplash/alpine_lake/24mp,7,joined1,aq.final_frame,8.749105
unsplash/alpine_lake/24mp,8,base,frontend.prepare_aq.reference,31.620434000000003
unsplash/alpine_lake/24mp,8,base,frontend.initial_quantization,13.100417
unsplash/alpine_lake/24mp,8,base,frontend.ac_strategy,71.01379250000001
unsplash/alpine_lake/24mp,8,base,frontend.ac_strategy.select,0.39689549999999996
unsplash/alpine_lake/24mp,8,base,frontend.ac_strategy.metadata,0.9730835
unsplash/alpine_lake/24mp,8,base,aq.strategy_dispatch,0.0034790000000000003
unsplash/alpine_lake/24mp,8,base,frontend.quant_adjustment,0.047333
unsplash/alpine_lake/24mp,8,base,aq.policy_bounds,0.014875
unsplash/alpine_lake/24mp,8,base,aq.reconstruction,63.394792499999994
unsplash/alpine_lake/24mp,8,base,aq.policy_initialize,0.0438545
unsplash/alpine_lake/24mp,8,base,aq.gaborish,10.4678125
unsplash/alpine_lake/24mp,8,base,aq.epf.pass_1,10.999062000000002
unsplash/alpine_lake/24mp,8,base,aq.epf_linear.pass_2,8.5536245
unsplash/alpine_lake/24mp,8,base,butteraugli.psycho.sub,21.03802
unsplash/alpine_lake/24mp,8,base,butteraugli.malta.sub,10.660563
unsplash/alpine_lake/24mp,8,base,butteraugli.mask_final.sub,3.840896
unsplash/alpine_lake/24mp,8,base,butteraugli.psycho.main,62.3983535
unsplash/alpine_lake/24mp,8,base,butteraugli.malta.main,42.368937
unsplash/alpine_lake/24mp,8,base,butteraugli.mask.main,3.6503759999999996
unsplash/alpine_lake/24mp,8,base,butteraugli.resident_reduction,10.4864985
unsplash/alpine_lake/24mp,8,base,aq.policy_update,0.125291
unsplash/alpine_lake/24mp,8,base,aq.final_frame,8.787312
unsplash/alpine_lake/24mp,8,cpu,frontend.prepare_aq.reference,39.105832
unsplash/alpine_lake/24mp,8,cpu,frontend.initial_quantization,13.235479000000002
unsplash/alpine_lake/24mp,8,cpu,frontend.ac_strategy,70.9954585
unsplash/alpine_lake/24mp,8,cpu,frontend.ac_strategy.select,0.3971665
unsplash/alpine_lake/24mp,8,cpu,frontend.ac_strategy.metadata,0.9718955
unsplash/alpine_lake/24mp,8,cpu,aq.strategy_dispatch,0.003521
unsplash/alpine_lake/24mp,8,cpu,frontend.quant_adjustment,0.0475625
unsplash/alpine_lake/24mp,8,cpu,aq.policy_bounds,0.0147295
unsplash/alpine_lake/24mp,8,cpu,aq.reconstruction,63.414563999999984
unsplash/alpine_lake/24mp,8,cpu,aq.policy_initialize,0.043229000000000004
unsplash/alpine_lake/24mp,8,cpu,aq.gaborish,10.458125
unsplash/alpine_lake/24mp,8,cpu,aq.epf.pass_1,10.9993115
unsplash/alpine_lake/24mp,8,cpu,aq.epf_linear.pass_2,8.531832999999999
unsplash/alpine_lake/24mp,8,cpu,butteraugli.psycho.sub,21.039894500000003
unsplash/alpine_lake/24mp,8,cpu,butteraugli.malta.sub,10.654228499999999
unsplash/alpine_lake/24mp,8,cpu,butteraugli.mask_final.sub,3.8280209999999997
unsplash/alpine_lake/24mp,8,cpu,butteraugli.psycho.main,62.352165000000014
unsplash/alpine_lake/24mp,8,cpu,butteraugli.malta.main,42.34775
unsplash/alpine_lake/24mp,8,cpu,butteraugli.mask.main,3.6516455000000003
unsplash/alpine_lake/24mp,8,cpu,butteraugli.resident_reduction,10.5247915
unsplash/alpine_lake/24mp,8,cpu,aq.policy_update,0.126063
unsplash/alpine_lake/24mp,8,cpu,aq.final_frame,8.7796655
unsplash/alpine_lake/24mp,8,release,frontend.prepare_aq.reference,39.074289500000006
unsplash/alpine_lake/24mp,8,release,frontend.initial_quantization,13.2324165
unsplash/alpine_lake/24mp,8,release,frontend.ac_strategy,71.006418
unsplash/alpine_lake/24mp,8,release,frontend.ac_strategy.select,0.39675
unsplash/alpine_lake/24mp,8,release,frontend.ac_strategy.metadata,0.9744794999999999
unsplash/alpine_lake/24mp,8,release,aq.strategy_dispatch,0.003541
unsplash/alpine_lake/24mp,8,release,frontend.quant_adjustment,0.0473335
unsplash/alpine_lake/24mp,8,release,aq.policy_bounds,0.0149165
unsplash/alpine_lake/24mp,8,release,aq.reconstruction,63.535619999999994
unsplash/alpine_lake/24mp,8,release,aq.policy_initialize,0.0429375
unsplash/alpine_lake/24mp,8,release,aq.gaborish,10.458771
unsplash/alpine_lake/24mp,8,release,aq.epf.pass_1,11.0012085
unsplash/alpine_lake/24mp,8,release,aq.epf_linear.pass_2,8.539521
unsplash/alpine_lake/24mp,8,release,butteraugli.psycho.sub,21.064583999999996
unsplash/alpine_lake/24mp,8,release,butteraugli.malta.sub,10.6647505
unsplash/alpine_lake/24mp,8,release,butteraugli.mask_final.sub,3.8328119999999997
unsplash/alpine_lake/24mp,8,release,butteraugli.psycho.main,62.34498
unsplash/alpine_lake/24mp,8,release,butteraugli.malta.main,42.351479
unsplash/alpine_lake/24mp,8,release,butteraugli.mask.main,3.6515625
unsplash/alpine_lake/24mp,8,release,butteraugli.resident_reduction,10.500208
unsplash/alpine_lake/24mp,8,release,aq.policy_update,0.1263745
unsplash/alpine_lake/24mp,8,release,aq.final_frame,8.7661665
unsplash/alpine_lake/24mp,8,joined1,frontend.prepare_aq.reference,39.30191599999999
unsplash/alpine_lake/24mp,8,joined1,frontend.initial_quantization,13.254062000000001
unsplash/alpine_lake/24mp,8,joined1,frontend.ac_strategy,71.01693850000001
unsplash/alpine_lake/24mp,8,joined1,frontend.ac_strategy.select,0.397729
unsplash/alpine_lake/24mp,8,joined1,frontend.ac_strategy.metadata,0.966854
unsplash/alpine_lake/24mp,8,joined1,aq.strategy_dispatch,0.003542
unsplash/alpine_lake/24mp,8,joined1,frontend.quant_adjustment,0.047542
unsplash/alpine_lake/24mp,8,joined1,aq.policy_bounds,0.0148125
unsplash/alpine_lake/24mp,8,joined1,aq.reconstruction,63.4377305
unsplash/alpine_lake/24mp,8,joined1,aq.policy_initialize,0.04275
unsplash/alpine_lake/24mp,8,joined1,aq.gaborish,10.4405205
unsplash/alpine_lake/24mp,8,joined1,aq.epf.pass_1,10.998667000000001
unsplash/alpine_lake/24mp,8,joined1,aq.epf_linear.pass_2,8.551438000000001
unsplash/alpine_lake/24mp,8,joined1,butteraugli.psycho.sub,21.051478500000005
unsplash/alpine_lake/24mp,8,joined1,butteraugli.malta.sub,10.6451885
unsplash/alpine_lake/24mp,8,joined1,butteraugli.mask_final.sub,3.8386044999999998
unsplash/alpine_lake/24mp,8,joined1,butteraugli.psycho.main,62.3309145
unsplash/alpine_lake/24mp,8,joined1,butteraugli.malta.main,42.351083
unsplash/alpine_lake/24mp,8,joined1,butteraugli.mask.main,3.6521045
unsplash/alpine_lake/24mp,8,joined1,butteraugli.resident_reduction,10.511958
unsplash/alpine_lake/24mp,8,joined1,aq.policy_update,0.1264575
unsplash/alpine_lake/24mp,8,joined1,aq.final_frame,8.755207500000001
unsplash/forest_stream/48mp,1,base,frontend.initial_quantization,5.9551665
unsplash/forest_stream/48mp,1,base,frontend.quant_adjustment,0.11525
unsplash/forest_stream/48mp,1,base,aq.policy_bounds,0.038625
unsplash/forest_stream/48mp,1,base,aq.final_frame,38.71564600000001
unsplash/forest_stream/48mp,1,cpu,frontend.initial_quantization,5.7781665
unsplash/forest_stream/48mp,1,cpu,frontend.quant_adjustment,0.115458
unsplash/forest_stream/48mp,1,cpu,aq.policy_bounds,0.03875
unsplash/forest_stream/48mp,1,cpu,aq.final_frame,37.5806455
unsplash/forest_stream/48mp,1,release,frontend.initial_quantization,5.885625
unsplash/forest_stream/48mp,1,release,frontend.quant_adjustment,0.114
unsplash/forest_stream/48mp,1,release,aq.policy_bounds,0.0383335
unsplash/forest_stream/48mp,1,release,aq.final_frame,37.630438
unsplash/forest_stream/48mp,1,joined1,frontend.initial_quantization,5.9472915
unsplash/forest_stream/48mp,1,joined1,frontend.quant_adjustment,0.18533349999999998
unsplash/forest_stream/48mp,1,joined1,aq.policy_bounds,0.0687705
unsplash/forest_stream/48mp,1,joined1,aq.final_frame,39.7495835
unsplash/forest_stream/48mp,7,base,frontend.prepare_aq.reference,81.458501
unsplash/forest_stream/48mp,7,base,frontend.initial_quantization,24.7395
unsplash/forest_stream/48mp,7,base,frontend.ac_strategy,142.2533955
unsplash/forest_stream/48mp,7,base,frontend.ac_strategy.select,0.5097085
unsplash/forest_stream/48mp,7,base,frontend.ac_strategy.metadata,1.6839995
unsplash/forest_stream/48mp,7,base,aq.strategy_dispatch,0.003208
unsplash/forest_stream/48mp,7,base,frontend.quant_adjustment,0.0615835
unsplash/forest_stream/48mp,7,base,aq.policy_bounds,0.023
unsplash/forest_stream/48mp,7,base,aq.reconstruction,49.945083
unsplash/forest_stream/48mp,7,base,aq.policy_initialize,0.0809375
unsplash/forest_stream/48mp,7,base,aq.gaborish,14.0486045
unsplash/forest_stream/48mp,7,base,aq.epf.pass_1,14.6370625
unsplash/forest_stream/48mp,7,base,aq.epf_linear.pass_2,13.2048955
unsplash/forest_stream/48mp,7,base,butteraugli.psycho.sub,32.126312999999996
unsplash/forest_stream/48mp,7,base,butteraugli.malta.sub,14.4283965
unsplash/forest_stream/48mp,7,base,butteraugli.mask_final.sub,5.894417
unsplash/forest_stream/48mp,7,base,butteraugli.psycho.main,95.30097999999998
unsplash/forest_stream/48mp,7,base,butteraugli.malta.main,57.7566875
unsplash/forest_stream/48mp,7,base,butteraugli.mask.main,4.9975415
unsplash/forest_stream/48mp,7,base,butteraugli.resident_reduction,16.9743335
unsplash/forest_stream/48mp,7,base,aq.policy_update,0.1573125
