image,effort,release_ordinary_ms,release_ac_ms,release_dc_ms,joined1_ordinary_ms,joined1_ac_ms,joined1_dc_ms,group256_ordinary_ms,group256_ac_ms,group256_dc_ms,release_saving_median,release_saving_min,release_saving_max,joined1_saving_median,joined1_saving_min,joined1_saving_max
kodak/01,1,6.107333000000001,0.75525,0.29886475,7.594188,0.58022875,0.30331275,5.7930835,0.575552,0.307375,5.678592242506619,-5.037665377014799,24.532006845756417,15.527506034878247,-0.9295560008533599,31.528415555901713
clic2024_test/097cb426910ba8ce2525dd8bb7fb1777,1,18.3117295,1.919125,2.46625,18.078708,1.769375,2.51000025,17.12425,1.597302,2.4783645,6.05950542058229,-3.5455389399455806,12.841094686098998,7.361618533972958,-8.156988836732971,8.518766938433853
clic2024_test/5e5ce43575fa67fdc0dd37146d7f479e,1,24.9601875,3.24386475,2.7255725,21.834771500000002,1.7803015,2.7446975,22.17,1.74402075,2.7536145,9.39455874520746,5.387546016694134,12.746521087300344,-1.4395960131755814,-9.427707927415963,5.0051366640580515
unsplash/campus_interior/12mp,1,54.388853999999995,7.7617915,3.605229,48.2434585,2.4687395,3.60940625,48.183499999999995,2.415625,3.62658325,11.409238370788255,10.200333331359445,12.376285542937904,0.20848656679708366,-2.6968897336637543,0.913637856208005
unsplash/alpine_lake/24mp,1,89.015542,12.4170725,3.7746455,78.69954150000001,3.9432605,3.81302075,77.470729,2.77185425,3.84039575,13.061974615623873,12.456351167480207,13.216342782587887,1.6660668855358218,1.3216871059170687,3.6837188082353145
unsplash/forest_stream/48mp,1,193.3740835,27.59194775,7.0987815,173.4765415,7.20813525,7.17829175,167.6827915,4.42095775,7.77565625,13.749914165721178,12.562085623619856,15.095292094827851,3.438457412410434,2.7069712845520177,4.8408606639584235
