window,counter_id,counter,covered_ms,mean
gjxl_aq_epf_pass2_linear_tile32x4_p2,14,F32 Utilization,11.198084,22.82290132555893
gjxl_butteraugli_malta_fixed_f32,14,F32 Utilization,2.549708,41.595811377593854
gjxl_butteraugli_final_l2_masked_ac_f32,14,F32 Utilization,9.075249,5.694189627905471
gjxl_butteraugli_resident_l2_reduce_w64_simd,14,F32 Utilization,4.076207,9.687835661158825
gjxl_ac_strategy_dct16_candidate_loss_parallel,14,F32 Utilization,7.254378,32.53660396452733
all ordinary GPU active,17,Integer and Conditional Limiter,662.110066,32.985124863253276
gjxl_aq_resident_input_transform,17,Integer and Conditional Limiter,6.374792,4.296809838523122
gjxl_aq_resident_input_statistics,17,Integer and Conditional Limiter,1.925875,14.28358177245967
gjxl_butteraugli_low_medium_p1_device,17,Integer and Conditional Limiter,15.729545,49.850008340889374
gjxl_butteraugli_convolve_transpose_f32,17,Integer and Conditional Limiter,9.670374,46.86028792718098
gjxl_butteraugli_subsample2x_f32,17,Integer and Conditional Limiter,2.510083,4.63393803367568
gjxl_butteraugli_frequency_high_convolve_f32,17,Integer and Conditional Limiter,9.845999,38.42337439242367
gjxl_butteraugli_frequency_suppress_x_f32,17,Integer and Conditional Limiter,4.082791,9.0623888848349
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,17,Integer and Conditional Limiter,12.272249,13.258352581527365
gjxl_butteraugli_fuzzy_erosion_f32,17,Integer and Conditional Limiter,1.030249,71.52088581828924
gjxl_convolve_symmetric5_f32,17,Integer and Conditional Limiter,2.9835,25.70998620044164
gjxl_aq_initial_cfl,17,Integer and Conditional Limiter,4.532375,3.4779226995696595
gjxl_aq_initial_quant_gradient,17,Integer and Conditional Limiter,1.95925,36.55995956149095
gjxl_aq_initial_quant_modulation,17,Integer and Conditional Limiter,1.103041,26.19507135023549
gjxl_aq_validate_initial_mask,17,Integer and Conditional Limiter,1.881417,2.6128390480071717
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,17,Integer and Conditional Limiter,3.520834,48.60706080083517
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,17,Integer and Conditional Limiter,3.679291,34.81930230418382
gjxl_ac_strategy_dct32x16_candidate_loss_local,17,Integer and Conditional Limiter,8.398917,34.4637777621478
gjxl_ac_strategy_dct32_candidate_loss_local,17,Integer and Conditional Limiter,31.607784,22.848539880943726
gjxl_dct32_forward_simdgroup_2d_matmul_image,17,Integer and Conditional Limiter,3.889417,9.936232328560871
gjxl_aq_final_cfl,17,Integer and Conditional Limiter,2.502625,45.84713524647082
gjxl_aq_dc_quantize_simd_wave,17,Integer and Conditional Limiter,2.990876,8.303195588693962
gjxl_dct32_inverse_simdgroup_2d_matmul_image,17,Integer and Conditional Limiter,7.533458,14.362373687064443
gjxl_aq_gaborish_f32,17,Integer and Conditional Limiter,13.45346,10.71879696722828
gjxl_aq_epf_pass1_tile32x4_p2,17,Integer and Conditional Limiter,4.482374,53.16913940302446
gjxl_aq_epf_pass2_linear_tile32x4_p2,17,Integer and Conditional Limiter,11.198084,36.77549149252909
gjxl_butteraugli_malta_fixed_f32,17,Integer and Conditional Limiter,2.549708,38.784705692440255
gjxl_butteraugli_final_l2_masked_ac_f32,17,Integer and Conditional Limiter,9.075249,3.032354899376465
gjxl_butteraugli_resident_l2_reduce_w64_simd,17,Integer and Conditional Limiter,4.076207,10.442557304473482
gjxl_ac_strategy_dct16_candidate_loss_parallel,17,Integer and Conditional Limiter,7.254378,34.81145091088255
all ordinary GPU active,18,Integer and Conditional Utilization,662.110066,25.6018245651858
gjxl_aq_resident_input_transform,18,Integer and Conditional Utilization,6.374792,4.1886630451296
gjxl_aq_resident_input_statistics,18,Integer and Conditional Utilization,1.925875,13.447706100359877
gjxl_butteraugli_low_medium_p1_device,18,Integer and Conditional Utilization,15.729545,31.550191219968575
gjxl_butteraugli_convolve_transpose_f32,18,Integer and Conditional Utilization,9.670374,36.283968065543824
gjxl_butteraugli_subsample2x_f32,18,Integer and Conditional Utilization,2.510083,4.517475700204483
gjxl_butteraugli_frequency_high_convolve_f32,18,Integer and Conditional Utilization,9.845999,29.61721556558958
gjxl_butteraugli_frequency_suppress_x_f32,18,Integer and Conditional Utilization,4.082791,8.500384081785262
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,18,Integer and Conditional Utilization,12.272249,11.870276470589973
gjxl_butteraugli_fuzzy_erosion_f32,18,Integer and Conditional Utilization,1.030249,56.79980964453775
gjxl_convolve_symmetric5_f32,18,Integer and Conditional Utilization,2.9835,22.291722107200822
gjxl_aq_initial_cfl,18,Integer and Conditional Utilization,4.532375,3.321814053609764
gjxl_aq_initial_quant_gradient,18,Integer and Conditional Utilization,1.95925,30.14233914637642
gjxl_aq_initial_quant_modulation,18,Integer and Conditional Utilization,1.103041,22.25648338540319
gjxl_aq_validate_initial_mask,18,Integer and Conditional Utilization,1.881417,2.6070484772450895
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,18,Integer and Conditional Utilization,3.520834,38.99896227133561
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,18,Integer and Conditional Utilization,3.679291,29.360915146202338
gjxl_ac_strategy_dct32x16_candidate_loss_local,18,Integer and Conditional Utilization,8.398917,28.010471927718534
gjxl_ac_strategy_dct32_candidate_loss_local,18,Integer and Conditional Utilization,31.607784,19.65026783842564
gjxl_dct32_forward_simdgroup_2d_matmul_image,18,Integer and Conditional Utilization,3.889417,8.031907565782
gjxl_aq_final_cfl,18,Integer and Conditional Utilization,2.502625,35.993625199421345
gjxl_aq_dc_quantize_simd_wave,18,Integer and Conditional Utilization,2.990876,7.702578588026463
gjxl_dct32_inverse_simdgroup_2d_matmul_image,18,Integer and Conditional Utilization,7.533458,11.435154750599752
gjxl_aq_gaborish_f32,18,Integer and Conditional Utilization,13.45346,9.620466576540856
gjxl_aq_epf_pass1_tile32x4_p2,18,Integer and Conditional Utilization,4.482374,39.77427055629083
gjxl_aq_epf_pass2_linear_tile32x4_p2,18,Integer and Conditional Utilization,11.198084,29.432249887285195
gjxl_butteraugli_malta_fixed_f32,18,Integer and Conditional Utilization,2.549708,31.1551803342218
gjxl_butteraugli_final_l2_masked_ac_f32,18,Integer and Conditional Utilization,9.075249,2.933364345190773
gjxl_butteraugli_resident_l2_reduce_w64_simd,18,Integer and Conditional Utilization,4.076207,9.309050446967857
gjxl_ac_strategy_dct16_candidate_loss_parallel,18,Integer and Conditional Utilization,7.254378,28.973515485186674
all ordinary GPU active,21,Integer and Complex Limiter,662.110066,9.987686593697113
gjxl_aq_resident_input_transform,21,Integer and Complex Limiter,6.374792,2.843468454360038
gjxl_aq_resident_input_statistics,21,Integer and Complex Limiter,1.925875,0.5815556883535573
gjxl_butteraugli_low_medium_p1_device,21,Integer and Complex Limiter,15.729545,2.8641030354993675
gjxl_butteraugli_convolve_transpose_f32,21,Integer and Complex Limiter,9.670374,4.356815991217237
gjxl_butteraugli_subsample2x_f32,21,Integer and Complex Limiter,2.510083,1.4492726839741972
gjxl_butteraugli_frequency_high_convolve_f32,21,Integer and Complex Limiter,9.845999,3.3014541931248846
gjxl_butteraugli_frequency_suppress_x_f32,21,Integer and Complex Limiter,4.082791,3.6537838735532584
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,21,Integer and Complex Limiter,12.272249,2.389993284582004
gjxl_butteraugli_fuzzy_erosion_f32,21,Integer and Complex Limiter,1.030249,12.68875265838533
gjxl_convolve_symmetric5_f32,21,Integer and Complex Limiter,2.9835,13.117518614217108
gjxl_aq_initial_cfl,21,Integer and Complex Limiter,4.532375,0.11283436353269956
gjxl_aq_initial_quant_gradient,21,Integer and Complex Limiter,1.95925,10.997340747666295
gjxl_aq_initial_quant_modulation,21,Integer and Complex Limiter,1.103041,4.200355116706494
gjxl_aq_validate_initial_mask,21,Integer and Complex Limiter,1.881417,0.0
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,21,Integer and Complex Limiter,3.520834,24.019522058793044
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,21,Integer and Complex Limiter,3.679291,20.144303542351448
gjxl_ac_strategy_dct32x16_candidate_loss_local,21,Integer and Complex Limiter,8.398917,19.219508606541442
gjxl_ac_strategy_dct32_candidate_loss_local,21,Integer and Complex Limiter,31.607784,13.513462296847848
gjxl_dct32_forward_simdgroup_2d_matmul_image,21,Integer and Complex Limiter,3.889417,18.29480034618746
gjxl_aq_final_cfl,21,Integer and Complex Limiter,2.502625,28.579127993954128
gjxl_aq_dc_quantize_simd_wave,21,Integer and Complex Limiter,2.990876,4.7758372491142085
gjxl_dct32_inverse_simdgroup_2d_matmul_image,21,Integer and Complex Limiter,7.533458,6.498697156970378
gjxl_aq_gaborish_f32,21,Integer and Complex Limiter,13.45346,1.3119160234303529
gjxl_aq_epf_pass1_tile32x4_p2,21,Integer and Complex Limiter,4.482374,17.522268203271086
gjxl_aq_epf_pass2_linear_tile32x4_p2,21,Integer and Complex Limiter,11.198084,16.812223349474436
gjxl_butteraugli_malta_fixed_f32,21,Integer and Complex Limiter,2.549708,8.441735564329425
gjxl_butteraugli_final_l2_masked_ac_f32,21,Integer and Complex Limiter,9.075249,1.3020415611950702
gjxl_butteraugli_resident_l2_reduce_w64_simd,21,Integer and Complex Limiter,4.076207,3.599050126868383
gjxl_ac_strategy_dct16_candidate_loss_parallel,21,Integer and Complex Limiter,7.254378,21.033901115009332
all ordinary GPU active,22,Integer and Complex Utilization,662.110066,8.390385255572973
gjxl_aq_resident_input_transform,22,Integer and Complex Utilization,6.374792,2.7924252929190754
gjxl_aq_resident_input_statistics,22,Integer and Complex Utilization,1.925875,0.5603159166158905
gjxl_butteraugli_low_medium_p1_device,22,Integer and Complex Utilization,15.729545,2.494258518973898
gjxl_butteraugli_convolve_transpose_f32,22,Integer and Complex Utilization,9.670374,3.8827608477126327
gjxl_butteraugli_subsample2x_f32,22,Integer and Complex Utilization,2.510083,1.4264615779921637
gjxl_butteraugli_frequency_high_convolve_f32,22,Integer and Complex Utilization,9.845999,3.054637865803815
gjxl_butteraugli_frequency_suppress_x_f32,22,Integer and Complex Utilization,4.082791,3.579377256726751
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,22,Integer and Complex Utilization,12.272249,2.3083697779118073
gjxl_butteraugli_fuzzy_erosion_f32,22,Integer and Complex Utilization,1.030249,10.418523166432804
gjxl_convolve_symmetric5_f32,22,Integer and Complex Utilization,2.9835,11.14584967938144
gjxl_aq_initial_cfl,22,Integer and Complex Utilization,4.532375,0.11108409934973781
gjxl_aq_initial_quant_gradient,22,Integer and Complex Utilization,1.95925,10.212575658163733
gjxl_aq_initial_quant_modulation,22,Integer and Complex Utilization,1.103041,4.002722013720992
gjxl_aq_validate_initial_mask,22,Integer and Complex Utilization,1.881417,0.0
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,22,Integer and Complex Utilization,3.520834,20.01502619895364
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,22,Integer and Complex Utilization,3.679291,17.561099340769353
gjxl_ac_strategy_dct32x16_candidate_loss_local,22,Integer and Complex Utilization,8.398917,15.359743057544007
gjxl_ac_strategy_dct32_candidate_loss_local,22,Integer and Complex Utilization,31.607784,10.656443594044704
gjxl_dct32_forward_simdgroup_2d_matmul_image,22,Integer and Complex Utilization,3.889417,15.760890606228381
gjxl_aq_final_cfl,22,Integer and Complex Utilization,2.502625,24.393487490061858
gjxl_aq_dc_quantize_simd_wave,22,Integer and Complex Utilization,2.990876,4.079146605538716
gjxl_dct32_inverse_simdgroup_2d_matmul_image,22,Integer and Complex Utilization,7.533458,5.952685801423139
gjxl_aq_gaborish_f32,22,Integer and Complex Utilization,13.45346,1.2618881639729997
gjxl_aq_epf_pass1_tile32x4_p2,22,Integer and Complex Utilization,4.482374,14.758176820989311
gjxl_aq_epf_pass2_linear_tile32x4_p2,22,Integer and Complex Utilization,11.198084,14.307964185383115
gjxl_butteraugli_malta_fixed_f32,22,Integer and Complex Utilization,2.549708,7.542630364218926
gjxl_butteraugli_final_l2_masked_ac_f32,22,Integer and Complex Utilization,9.075249,1.265385075729741
gjxl_butteraugli_resident_l2_reduce_w64_simd,22,Integer and Complex Utilization,4.076207,3.4140863491614772
gjxl_ac_strategy_dct16_candidate_loss_parallel,22,Integer and Complex Utilization,7.254378,17.066541135900554
all ordinary GPU active,23,L1 Cache Limiter,662.110066,11.824932347192311
gjxl_aq_resident_input_transform,23,L1 Cache Limiter,6.374792,2.0943231703067298
gjxl_aq_resident_input_statistics,23,L1 Cache Limiter,1.925875,6.301613493953974
gjxl_butteraugli_low_medium_p1_device,23,L1 Cache Limiter,15.729545,21.711006584141057
gjxl_butteraugli_convolve_transpose_f32,23,L1 Cache Limiter,9.670374,19.614815233227606
gjxl_butteraugli_subsample2x_f32,23,L1 Cache Limiter,2.510083,2.3773526053335576
gjxl_butteraugli_frequency_high_convolve_f32,23,L1 Cache Limiter,9.845999,26.085684313326087
gjxl_butteraugli_frequency_suppress_x_f32,23,L1 Cache Limiter,4.082791,2.6843748097040407
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,23,L1 Cache Limiter,12.272249,8.156273084323036
gjxl_butteraugli_fuzzy_erosion_f32,23,L1 Cache Limiter,1.030249,13.54176843357746
gjxl_convolve_symmetric5_f32,23,L1 Cache Limiter,2.9835,25.074456025678668
gjxl_aq_initial_cfl,23,L1 Cache Limiter,4.532375,5.079494095542999
gjxl_aq_initial_quant_gradient,23,L1 Cache Limiter,1.95925,12.526251382162608
gjxl_aq_initial_quant_modulation,23,L1 Cache Limiter,1.103041,14.906726943405504
gjxl_aq_validate_initial_mask,23,L1 Cache Limiter,1.881417,0.521404472106716
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,23,L1 Cache Limiter,3.520834,10.117503247166544
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,23,L1 Cache Limiter,3.679291,8.979682220343944
gjxl_ac_strategy_dct32x16_candidate_loss_local,23,L1 Cache Limiter,8.398917,10.155231717423298
gjxl_ac_strategy_dct32_candidate_loss_local,23,L1 Cache Limiter,31.607784,7.629672472096053
gjxl_dct32_forward_simdgroup_2d_matmul_image,23,L1 Cache Limiter,3.889417,10.367924230605475
gjxl_aq_final_cfl,23,L1 Cache Limiter,2.502625,4.625424147799717
gjxl_aq_dc_quantize_simd_wave,23,L1 Cache Limiter,2.990876,1.2478656642472397
gjxl_dct32_inverse_simdgroup_2d_matmul_image,23,L1 Cache Limiter,7.533458,10.745746427327495
gjxl_aq_gaborish_f32,23,L1 Cache Limiter,13.45346,12.306710553497847
gjxl_aq_epf_pass1_tile32x4_p2,23,L1 Cache Limiter,4.482374,14.17485036815453
gjxl_aq_epf_pass2_linear_tile32x4_p2,23,L1 Cache Limiter,11.198084,5.345361718769962
gjxl_butteraugli_malta_fixed_f32,23,L1 Cache Limiter,2.549708,10.476000397170198
gjxl_butteraugli_final_l2_masked_ac_f32,23,L1 Cache Limiter,9.075249,2.5307633303500108
gjxl_butteraugli_resident_l2_reduce_w64_simd,23,L1 Cache Limiter,4.076207,2.8814825626074434
gjxl_ac_strategy_dct16_candidate_loss_parallel,23,L1 Cache Limiter,7.254378,9.656649484456608
all ordinary GPU active,24,L1 Cache Utilization,662.110066,11.824656652678067
gjxl_aq_resident_input_transform,24,L1 Cache Utilization,6.374792,2.0943231703067298
gjxl_aq_resident_input_statistics,24,L1 Cache Utilization,1.925875,6.301613493953974
gjxl_butteraugli_low_medium_p1_device,24,L1 Cache Utilization,15.729545,21.711004355665413
gjxl_butteraugli_convolve_transpose_f32,24,L1 Cache Utilization,9.670374,19.614815233227606
gjxl_butteraugli_subsample2x_f32,24,L1 Cache Utilization,2.510083,2.3773526053335576
gjxl_butteraugli_frequency_high_convolve_f32,24,L1 Cache Utilization,9.845999,26.085684313326087
gjxl_butteraugli_frequency_suppress_x_f32,24,L1 Cache Utilization,4.082791,2.6843748097040407
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,24,L1 Cache Utilization,12.272249,8.156273084323036
gjxl_butteraugli_fuzzy_erosion_f32,24,L1 Cache Utilization,1.030249,13.54176843357746
gjxl_convolve_symmetric5_f32,24,L1 Cache Utilization,2.9835,25.074456025678668
gjxl_aq_initial_cfl,24,L1 Cache Utilization,4.532375,5.079494095542999
gjxl_aq_initial_quant_gradient,24,L1 Cache Utilization,1.95925,12.525679364019318
gjxl_aq_initial_quant_modulation,24,L1 Cache Utilization,1.103041,14.906721555001793
gjxl_aq_validate_initial_mask,24,L1 Cache Utilization,1.881417,0.521404472106716
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,24,L1 Cache Utilization,3.520834,10.117503247166544
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,24,L1 Cache Utilization,3.679291,8.979682220343944
gjxl_ac_strategy_dct32x16_candidate_loss_local,24,L1 Cache Utilization,8.398917,10.155231683406798
gjxl_ac_strategy_dct32_candidate_loss_local,24,L1 Cache Utilization,31.607784,7.629672472096053
gjxl_dct32_forward_simdgroup_2d_matmul_image,24,L1 Cache Utilization,3.889417,10.367923200521076
gjxl_aq_final_cfl,24,L1 Cache Utilization,2.502625,4.625424147799717
gjxl_aq_dc_quantize_simd_wave,24,L1 Cache Utilization,2.990876,1.2478656642472397
gjxl_dct32_inverse_simdgroup_2d_matmul_image,24,L1 Cache Utilization,7.533458,10.745746019863299
gjxl_aq_gaborish_f32,24,L1 Cache Utilization,13.45346,12.306710538788245
gjxl_aq_epf_pass1_tile32x4_p2,24,L1 Cache Utilization,4.482374,14.174819399189078
gjxl_aq_epf_pass2_linear_tile32x4_p2,24,L1 Cache Utilization,11.198084,5.335093551955218
gjxl_butteraugli_malta_fixed_f32,24,L1 Cache Utilization,2.549708,10.475879987370144
gjxl_butteraugli_final_l2_masked_ac_f32,24,L1 Cache Utilization,9.075249,2.5307633303500108
gjxl_butteraugli_resident_l2_reduce_w64_simd,24,L1 Cache Utilization,4.076207,2.8814747985565385
gjxl_ac_strategy_dct16_candidate_loss_parallel,24,L1 Cache Utilization,7.254378,9.656649484456608
all ordinary GPU active,25,L1 Total Residency,662.110066,92.85440258894002
gjxl_aq_resident_input_transform,25,L1 Total Residency,6.374792,99.99999881851231
gjxl_aq_resident_input_statistics,25,L1 Total Residency,1.925875,99.95377463555907
gjxl_butteraugli_low_medium_p1_device,25,L1 Total Residency,15.729545,97.22502173101057
gjxl_butteraugli_convolve_transpose_f32,25,L1 Total Residency,9.670374,99.99999924869543
gjxl_butteraugli_subsample2x_f32,25,L1 Total Residency,2.510083,99.99936766958992
gjxl_butteraugli_frequency_high_convolve_f32,25,L1 Total Residency,9.845999,99.99999902023097
gjxl_butteraugli_frequency_suppress_x_f32,25,L1 Total Residency,4.082791,99.99999922339514
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,25,L1 Total Residency,12.272249,99.99999919259368
gjxl_butteraugli_fuzzy_erosion_f32,25,L1 Total Residency,1.030249,99.99989751975525
gjxl_convolve_symmetric5_f32,25,L1 Total Residency,2.9835,99.98029649594682
gjxl_aq_initial_cfl,25,L1 Total Residency,4.532375,98.05306382888276
gjxl_aq_initial_quant_gradient,25,L1 Total Residency,1.95925,99.76004156296324
gjxl_aq_initial_quant_modulation,25,L1 Total Residency,1.103041,99.4402564488303
gjxl_aq_validate_initial_mask,25,L1 Total Residency,1.881417,99.98256903902163
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,25,L1 Total Residency,3.520834,87.92685831012768
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,25,L1 Total Residency,3.679291,86.03971556415824
gjxl_ac_strategy_dct32x16_candidate_loss_local,25,L1 Total Residency,8.398917,90.11326387697663
gjxl_ac_strategy_dct32_candidate_loss_local,25,L1 Total Residency,31.607784,92.2219958342146
gjxl_dct32_forward_simdgroup_2d_matmul_image,25,L1 Total Residency,3.889417,96.14693846164697
gjxl_aq_final_cfl,25,L1 Total Residency,2.502625,99.7822083627011
gjxl_aq_dc_quantize_simd_wave,25,L1 Total Residency,2.990876,24.91197268090159
gjxl_dct32_inverse_simdgroup_2d_matmul_image,25,L1 Total Residency,7.533458,95.91527256027955
gjxl_aq_gaborish_f32,25,L1 Total Residency,13.45346,99.96113501877309
gjxl_aq_epf_pass1_tile32x4_p2,25,L1 Total Residency,4.482374,95.40930757853779
gjxl_aq_epf_pass2_linear_tile32x4_p2,25,L1 Total Residency,11.198084,95.50003487114316
gjxl_butteraugli_malta_fixed_f32,25,L1 Total Residency,2.549708,95.38839244185279
gjxl_butteraugli_final_l2_masked_ac_f32,25,L1 Total Residency,9.075249,99.99999707736718
gjxl_butteraugli_resident_l2_reduce_w64_simd,25,L1 Total Residency,4.076207,98.91735055606154
gjxl_ac_strategy_dct16_candidate_loss_parallel,25,L1 Total Residency,7.254378,88.11726564192102
all ordinary GPU active,29,L1 Register Residency,662.110066,0.5769113291520047
gjxl_aq_resident_input_transform,29,L1 Register Residency,6.374792,0.0
gjxl_aq_resident_input_statistics,29,L1 Register Residency,1.925875,0.0
gjxl_butteraugli_low_medium_p1_device,29,L1 Register Residency,15.729545,0.6105241877834966
gjxl_butteraugli_convolve_transpose_f32,29,L1 Register Residency,9.670374,0.0
gjxl_butteraugli_subsample2x_f32,29,L1 Register Residency,2.510083,3.147385539228146e-06
gjxl_butteraugli_frequency_high_convolve_f32,29,L1 Register Residency,9.845999,0.0
gjxl_butteraugli_frequency_suppress_x_f32,29,L1 Register Residency,4.082791,0.0
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,29,L1 Register Residency,12.272249,0.0
gjxl_butteraugli_fuzzy_erosion_f32,29,L1 Register Residency,1.030249,0.00017312985377397058
gjxl_convolve_symmetric5_f32,29,L1 Register Residency,2.9835,0.00378741100714677
gjxl_aq_initial_cfl,29,L1 Register Residency,4.532375,0.49738707385006226
gjxl_aq_initial_quant_gradient,29,L1 Register Residency,1.95925,0.8049017605998161
gjxl_aq_initial_quant_modulation,29,L1 Register Residency,1.103041,2.050835655401126
gjxl_aq_validate_initial_mask,29,L1 Register Residency,1.881417,0.0
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,29,L1 Register Residency,3.520834,0.09341455850218343
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,29,L1 Register Residency,3.679291,0.0
gjxl_ac_strategy_dct32x16_candidate_loss_local,29,L1 Register Residency,8.398917,0.40502573893414506
gjxl_ac_strategy_dct32_candidate_loss_local,29,L1 Register Residency,31.607784,4.1469418615843865e-05
gjxl_dct32_forward_simdgroup_2d_matmul_image,29,L1 Register Residency,3.889417,0.09051174403247825
gjxl_aq_final_cfl,29,L1 Register Residency,2.502625,3.7342335133692357
gjxl_aq_dc_quantize_simd_wave,29,L1 Register Residency,2.990876,0.004757533055167301
gjxl_dct32_inverse_simdgroup_2d_matmul_image,29,L1 Register Residency,7.533458,0.2558204383523141
gjxl_aq_gaborish_f32,29,L1 Register Residency,13.45346,0.025984019497493405
gjxl_aq_epf_pass1_tile32x4_p2,29,L1 Register Residency,4.482374,0.030600586588530536
gjxl_aq_epf_pass2_linear_tile32x4_p2,29,L1 Register Residency,11.198084,0.3862346918372903
gjxl_butteraugli_malta_fixed_f32,29,L1 Register Residency,2.549708,0.26939775298990953
gjxl_butteraugli_final_l2_masked_ac_f32,29,L1 Register Residency,9.075249,5.324255899807466e-06
gjxl_butteraugli_resident_l2_reduce_w64_simd,29,L1 Register Residency,4.076207,0.6728199610143678
gjxl_ac_strategy_dct16_candidate_loss_parallel,29,L1 Register Residency,7.254378,2.4862608130480892e-05
all ordinary GPU active,30,L1 Stack Residency,662.110066,0.0
gjxl_aq_resident_input_transform,30,L1 Stack Residency,6.374792,0.0
gjxl_aq_resident_input_statistics,30,L1 Stack Residency,1.925875,0.0
gjxl_butteraugli_low_medium_p1_device,30,L1 Stack Residency,15.729545,0.0
gjxl_butteraugli_convolve_transpose_f32,30,L1 Stack Residency,9.670374,0.0
gjxl_butteraugli_subsample2x_f32,30,L1 Stack Residency,2.510083,0.0
gjxl_butteraugli_frequency_high_convolve_f32,30,L1 Stack Residency,9.845999,0.0
gjxl_butteraugli_frequency_suppress_x_f32,30,L1 Stack Residency,4.082791,0.0
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,30,L1 Stack Residency,12.272249,0.0
gjxl_butteraugli_fuzzy_erosion_f32,30,L1 Stack Residency,1.030249,0.0
gjxl_convolve_symmetric5_f32,30,L1 Stack Residency,2.9835,0.0
gjxl_aq_initial_cfl,30,L1 Stack Residency,4.532375,0.0
gjxl_aq_initial_quant_gradient,30,L1 Stack Residency,1.95925,0.0
gjxl_aq_initial_quant_modulation,30,L1 Stack Residency,1.103041,0.0
gjxl_aq_validate_initial_mask,30,L1 Stack Residency,1.881417,0.0
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,30,L1 Stack Residency,3.520834,0.0
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,30,L1 Stack Residency,3.679291,0.0
gjxl_ac_strategy_dct32x16_candidate_loss_local,30,L1 Stack Residency,8.398917,0.0
gjxl_ac_strategy_dct32_candidate_loss_local,30,L1 Stack Residency,31.607784,0.0
gjxl_dct32_forward_simdgroup_2d_matmul_image,30,L1 Stack Residency,3.889417,0.0
gjxl_aq_final_cfl,30,L1 Stack Residency,2.502625,0.0
gjxl_aq_dc_quantize_simd_wave,30,L1 Stack Residency,2.990876,0.0
gjxl_dct32_inverse_simdgroup_2d_matmul_image,30,L1 Stack Residency,7.533458,0.0
gjxl_aq_gaborish_f32,30,L1 Stack Residency,13.45346,0.0
gjxl_aq_epf_pass1_tile32x4_p2,30,L1 Stack Residency,4.482374,0.0
gjxl_aq_epf_pass2_linear_tile32x4_p2,30,L1 Stack Residency,11.198084,0.0
gjxl_butteraugli_malta_fixed_f32,30,L1 Stack Residency,2.549708,0.0
gjxl_butteraugli_final_l2_masked_ac_f32,30,L1 Stack Residency,9.075249,0.0
gjxl_butteraugli_resident_l2_reduce_w64_simd,30,L1 Stack Residency,4.076207,0.0
gjxl_ac_strategy_dct16_candidate_loss_parallel,30,L1 Stack Residency,7.254378,0.0
all ordinary GPU active,31,L1 Threadgroup Residency,662.110066,8.280754053257269
gjxl_aq_resident_input_transform,31,L1 Threadgroup Residency,6.374792,0.0
gjxl_aq_resident_input_statistics,31,L1 Threadgroup Residency,1.925875,0.0
gjxl_butteraugli_low_medium_p1_device,31,L1 Threadgroup Residency,15.729545,8.929268571597811
gjxl_butteraugli_convolve_transpose_f32,31,L1 Threadgroup Residency,9.670374,0.0
gjxl_butteraugli_subsample2x_f32,31,L1 Threadgroup Residency,2.510083,0.0
gjxl_butteraugli_frequency_high_convolve_f32,31,L1 Threadgroup Residency,9.845999,0.0
gjxl_butteraugli_frequency_suppress_x_f32,31,L1 Threadgroup Residency,4.082791,0.0
gjxl_butteraugli_frequency_ultra_mask_convolve_f32,31,L1 Threadgroup Residency,12.272249,0.0
gjxl_butteraugli_fuzzy_erosion_f32,31,L1 Threadgroup Residency,1.030249,0.0
gjxl_convolve_symmetric5_f32,31,L1 Threadgroup Residency,2.9835,0.0
gjxl_aq_initial_cfl,31,L1 Threadgroup Residency,4.532375,0.0
gjxl_aq_initial_quant_gradient,31,L1 Threadgroup Residency,1.95925,0.0
gjxl_aq_initial_quant_modulation,31,L1 Threadgroup Residency,1.103041,0.0
gjxl_aq_validate_initial_mask,31,L1 Threadgroup Residency,1.881417,0.0
gjxl_ac_strategy_dct16x8_candidate_loss_parallel,31,L1 Threadgroup Residency,3.520834,23.340944592875044
gjxl_ac_strategy_dct8x16_candidate_loss_parallel,31,L1 Threadgroup Residency,3.679291,27.861979610567165
gjxl_ac_strategy_dct32x16_candidate_loss_local,31,L1 Threadgroup Residency,8.398917,27.53566630281448
