resolution_class,effort,stage,mean_ms
12mp,9,butteraugli.psycho.sub.low_medium,5.507006333333333
12mp,9,butteraugli.psycho.sub.medium_b,1.416403
12mp,9,butteraugli.psycho.sub.opsin,6.129722
12mp,9,butteraugli.psycho.sub.suppress_x,0.6716738333333333
12mp,9,butteraugli.psycho.sub.ultra_x,1.4749858333333332
12mp,9,butteraugli.psycho.sub.ultra_y,2.570270666666667
12mp,9,butteraugli.resident_reduction,25.354763666666667
12mp,9,frontend.ac_strategy.dct16,7.646639333333333
12mp,9,frontend.ac_strategy.dct16x32,4.883722166666667
12mp,9,frontend.ac_strategy.dct16x8,4.415763833333333
12mp,9,frontend.ac_strategy.dct32,8.343667000000002
12mp,9,frontend.ac_strategy.dct32x16,4.112145833333334
12mp,9,frontend.ac_strategy.dct8,2.631486
12mp,9,frontend.ac_strategy.dct8x16,4.177347333333334
12mp,9,frontend.ac_strategy.metadata,0.6513888333333334
12mp,9,frontend.ac_strategy.select,0.37825016666666667
12mp,9,frontend.initial_quantization,6.619923333333333
12mp,9,frontend.prepare_aq.reference.main.high_x,1.773479166666667
12mp,9,frontend.prepare_aq.reference.main.high_y,1.7050835
12mp,9,frontend.prepare_aq.reference.main.low_medium,5.3994721666666665
12mp,9,frontend.prepare_aq.reference.main.mask,2.0375691666666667
12mp,9,frontend.prepare_aq.reference.main.medium_b,1.4019931666666665
12mp,9,frontend.prepare_aq.reference.main.opsin,1.9473330000000002
12mp,9,frontend.prepare_aq.reference.main.suppress_x,0.6278611666666666
12mp,9,frontend.prepare_aq.reference.main.ultra_x,1.6048541666666667
12mp,9,frontend.prepare_aq.reference.main.ultra_y,2.7352709999999996
12mp,9,frontend.prepare_aq.reference.sub.high_x,0.404375
12mp,9,frontend.prepare_aq.reference.sub.high_y,0.39747916666666666
12mp,9,frontend.prepare_aq.reference.sub.low_medium,1.3540975
12mp,9,frontend.prepare_aq.reference.sub.mask,0.5010278333333334
12mp,9,frontend.prepare_aq.reference.sub.medium_b,0.35622916666666665
12mp,9,frontend.prepare_aq.reference.sub.opsin,1.5097428333333334
12mp,9,frontend.prepare_aq.reference.sub.suppress_x,0.16640283333333333
12mp,9,frontend.prepare_aq.reference.sub.ultra_x,0.36588899999999996
12mp,9,frontend.prepare_aq.reference.sub.ultra_y,0.6255415
12mp,9,frontend.quant_adjustment,0.04146483333333333
12mp,10,aq.epf.pass_1,7.616770833333333
12mp,10,aq.epf_linear.pass_2,6.581478833333333
12mp,10,aq.final_frame.dc_quantization,1.6538403333333331
12mp,10,aq.final_frame.dct16,0.26724283333333326
12mp,10,aq.final_frame.dct16x32,0.4863125
12mp,10,aq.final_frame.dct16x8,0.16695133333333334
12mp,10,aq.final_frame.dct32,1.5057289999999999
12mp,10,aq.final_frame.dct32x16,0.39365983333333326
12mp,10,aq.final_frame.dct8,0.6763751666666667
12mp,10,aq.final_frame.dct8x16,0.23711099999999996
12mp,10,aq.final_frame.quantizer,0.45195133333333337
12mp,10,aq.gaborish,6.990826500000001
12mp,10,aq.policy_bounds,0.011326666666666665
12mp,10,aq.policy_initialize,0.021999666666666667
12mp,10,aq.policy_update,0.16350716666666665
12mp,10,aq.reconstruction.coefficients.dct16,0.9000696666666665
12mp,10,aq.reconstruction.coefficients.dct16x32,1.6929170000000002
12mp,10,aq.reconstruction.coefficients.dct16x8,0.5812636666666666
12mp,10,aq.reconstruction.coefficients.dct32,5.116284666666666
12mp,10,aq.reconstruction.coefficients.dct32x16,1.4657223333333336
12mp,10,aq.reconstruction.coefficients.dct8,2.293667
12mp,10,aq.reconstruction.coefficients.dct8x16,0.7614511666666667
12mp,10,aq.reconstruction.dc_llf,0.9077630000000001
12mp,10,aq.reconstruction.dc_quantization,6.598972166666667
12mp,10,aq.reconstruction.dc_smoothing,0.11085383333333333
12mp,10,aq.reconstruction.dct16,0.3259306666666667
12mp,10,aq.reconstruction.dct16x32,0.645604
12mp,10,aq.reconstruction.dct16x8,0.3286806666666667
12mp,10,aq.reconstruction.dct32,2.6639031666666666
12mp,10,aq.reconstruction.dct32x16,0.4097501666666667
12mp,10,aq.reconstruction.dct8,1.5071803333333333
12mp,10,aq.reconstruction.dct8x16,0.4010765
12mp,10,aq.reconstruction.final_cfl,16.492027666666665
12mp,10,aq.reconstruction.forward.dct16,0.080507
12mp,10,aq.reconstruction.forward.dct16x32,0.15527066666666667
12mp,10,aq.reconstruction.forward.dct16x8,0.07581233333333333
12mp,10,aq.reconstruction.forward.dct32,0.6560831666666667
12mp,10,aq.reconstruction.forward.dct32x16,0.11443750000000001
12mp,10,aq.reconstruction.forward.dct8,0.376736
12mp,10,aq.reconstruction.forward.dct8x16,0.094764
12mp,10,aq.reconstruction.quantizer,1.9214926666666667
12mp,10,aq.reconstruction.reset,0.009750166666666667
12mp,10,butteraugli.malta.main,27.24350716666667
12mp,10,butteraugli.malta.sub,6.908374833333333
12mp,10,butteraugli.mask.main,5.3124726666666655
12mp,10,butteraugli.mask_final.sub,6.651569333333334
12mp,10,butteraugli.psycho.main.high_x,6.842208333333335
12mp,10,butteraugli.psycho.main.high_y,6.986097166666667
12mp,10,butteraugli.psycho.main.low_medium,21.800292
12mp,10,butteraugli.psycho.main.medium_b,5.653319499999999
12mp,10,butteraugli.psycho.main.opsin,7.887499666666666
12mp,10,butteraugli.psycho.main.suppress_x,2.6071805
12mp,10,butteraugli.psycho.main.ultra_x,6.563729333333334
12mp,10,butteraugli.psycho.main.ultra_y,10.413965333333332
12mp,10,butteraugli.psycho.sub.high_x,1.7121661666666663
12mp,10,butteraugli.psycho.sub.high_y,1.5848191666666667
12mp,10,butteraugli.psycho.sub.low_medium,5.522590166666667
12mp,10,butteraugli.psycho.sub.medium_b,1.4138401666666667
12mp,10,butteraugli.psycho.sub.opsin,6.1286179999999995
12mp,10,butteraugli.psycho.sub.suppress_x,0.6692298333333332
12mp,10,butteraugli.psycho.sub.ultra_x,1.5472155
12mp,10,butteraugli.psycho.sub.ultra_y,2.6166945
12mp,10,butteraugli.resident_reduction,25.184708333333333
12mp,10,frontend.ac_strategy.dct16,7.639492833333333
12mp,10,frontend.ac_strategy.dct16x32,12.822027499999999
12mp,10,frontend.ac_strategy.dct16x8,4.337999833333334
12mp,10,frontend.ac_strategy.dct32,21.620611166666666
12mp,10,frontend.ac_strategy.dct32x16,11.480472166666665
12mp,10,frontend.ac_strategy.dct8,2.4724793333333333
12mp,10,frontend.ac_strategy.dct8x16,4.147896
12mp,10,frontend.initial_quantization,6.523208166666667
12mp,10,frontend.prepare_aq.reference.main.high_x,1.7044306666666664
12mp,10,frontend.prepare_aq.reference.main.high_y,1.7064028333333334
12mp,10,frontend.prepare_aq.reference.main.low_medium,5.4559375
12mp,10,frontend.prepare_aq.reference.main.mask,2.016624833333333
12mp,10,frontend.prepare_aq.reference.main.medium_b,1.4047708333333333
12mp,10,frontend.prepare_aq.reference.main.opsin,2.0385
12mp,10,frontend.prepare_aq.reference.main.suppress_x,0.6223126666666666
12mp,10,frontend.prepare_aq.reference.main.ultra_x,1.6709236666666667
12mp,10,frontend.prepare_aq.reference.main.ultra_y,2.5903958333333335
12mp,10,frontend.prepare_aq.reference.sub.high_x,0.42300699999999997
12mp,10,frontend.prepare_aq.reference.sub.high_y,0.4168888333333334
12mp,10,frontend.prepare_aq.reference.sub.low_medium,1.3908891666666667
12mp,10,frontend.prepare_aq.reference.sub.mask,0.5024098333333334
12mp,10,frontend.prepare_aq.reference.sub.medium_b,0.3665835
12mp,10,frontend.prepare_aq.reference.sub.opsin,1.54341
12mp,10,frontend.prepare_aq.reference.sub.suppress_x,0.16825716666666668
12mp,10,frontend.prepare_aq.reference.sub.ultra_x,0.3666943333333333
12mp,10,frontend.prepare_aq.reference.sub.ultra_y,0.6303541666666667
12mp,10,frontend.quant_adjustment,0.03210416666666666
24mp,1,aq.final_frame.dct8,6.777471833333333
24mp,1,aq.final_frame.final_cfl,3.727527666666667
24mp,1,aq.final_frame.quantizer,2.299256833333333
24mp,1,aq.final_frame.reset,0.00216
24mp,1,aq.policy_bounds,0.015777833333333335
24mp,1,aq.reconstruction.forward.dct8,3.640521
24mp,1,frontend.initial_quantization,2.860173666666667
24mp,1,frontend.quant_adjustment,0.07186133333333333
24mp,2,aq.final_frame.dct8,6.6266039999999995
24mp,2,aq.final_frame.final_cfl,3.751222166666667
24mp,2,aq.final_frame.quantizer,2.3174445
24mp,2,aq.final_frame.reset,0.0023958333333333336
24mp,2,aq.policy_bounds,0.016472333333333335
24mp,2,aq.reconstruction.forward.dct8,3.6529513333333337
24mp,2,frontend.initial_quantization,2.9085276666666666
24mp,2,frontend.quant_adjustment,0.12730566666666665
24mp,3,aq.final_frame.dct8,6.671013833333333
24mp,3,aq.final_frame.final_cfl,3.6746806666666667
24mp,3,aq.final_frame.quantizer,2.4603751666666667
24mp,3,aq.final_frame.reset,0.0021458333333333334
24mp,3,aq.policy_bounds,0.0158265
24mp,3,aq.reconstruction.forward.dct8,3.8358125
24mp,3,frontend.initial_quantization,2.7787428333333337
24mp,3,frontend.quant_adjustment,0.0475555
24mp,4,aq.final_frame.dc_quantization,1.6255486666666663
24mp,4,aq.final_frame.dct8,6.086117999999999
24mp,4,aq.final_frame.final_cfl,3.725277833333333
24mp,4,aq.final_frame.quantizer,2.2982015
24mp,4,aq.final_frame.reset,0.002166666666666667
24mp,4,aq.policy_bounds,0.015868333333333335
24mp,4,aq.reconstruction.forward.dct8,3.6514513333333336
24mp,4,frontend.initial_quantization,2.8560695000000003
24mp,4,frontend.quant_adjustment,0.046958
24mp,5,aq.epf.pass_1,3.780638833333333
24mp,5,aq.epf_linear.pass_2,3.0402011666666664
24mp,5,aq.final_frame.dc_quantization,1.6193471666666666
24mp,5,aq.final_frame.dct16,0.19123616666666665
24mp,5,aq.final_frame.dct16x32,0.40995116666666664
24mp,5,aq.final_frame.dct16x8,0.15070133333333335
24mp,5,aq.final_frame.dct32,4.297507166666667
24mp,5,aq.final_frame.dct32x16,0.3647985
24mp,5,aq.final_frame.dct8,1.0289726666666665
24mp,5,aq.final_frame.dct8x16,0.1988195
24mp,5,aq.final_frame.quantizer,0.9260418333333332
24mp,5,aq.gaborish,3.5797638333333333
24mp,5,aq.policy_bounds,0.014826166666666666
24mp,5,aq.policy_initialize,0.042305666666666665
24mp,5,aq.policy_update,0.04220116666666667
24mp,5,aq.reconstruction.coefficients.dct16,0.1833195
24mp,5,aq.reconstruction.coefficients.dct16x32,0.3591803333333334
24mp,5,aq.reconstruction.coefficients.dct16x8,0.1354236666666667
24mp,5,aq.reconstruction.coefficients.dct32,3.3278960000000004
24mp,5,aq.reconstruction.coefficients.dct32x16,0.3276945
24mp,5,aq.reconstruction.coefficients.dct8,0.8002638333333333
24mp,5,aq.reconstruction.coefficients.dct8x16,0.16111816666666665
24mp,5,aq.reconstruction.dc_llf,0.46031299999999997
24mp,5,aq.reconstruction.dc_quantization,1.6189585
24mp,5,aq.reconstruction.dc_smoothing,0.053903
24mp,5,aq.reconstruction.dct16,0.042271
24mp,5,aq.reconstruction.dct16x32,0.10985400000000001
24mp,5,aq.reconstruction.dct16x8,0.07768083333333335
24mp,5,aq.reconstruction.dct32,2.1100625
24mp,5,aq.reconstruction.dct32x16,0.08183316666666667
24mp,5,aq.reconstruction.dct8,0.5786111666666667
24mp,5,aq.reconstruction.dct8x16,0.08120133333333333
24mp,5,aq.reconstruction.final_cfl,2.9058956666666664
24mp,5,aq.reconstruction.forward.dct16,0.045791500000000006
24mp,5,aq.reconstruction.forward.dct16x32,0.13261816666666665
24mp,5,aq.reconstruction.forward.dct16x8,0.066465
24mp,5,aq.reconstruction.forward.dct32,2.1940418333333334
24mp,5,aq.reconstruction.forward.dct32x16,0.092785
24mp,5,aq.reconstruction.forward.dct8,0.5809653333333333
24mp,5,aq.reconstruction.forward.dct8x16,0.07284716666666667
24mp,5,aq.reconstruction.quantizer,0.8941596666666666
24mp,5,aq.reconstruction.reset,0.002111
24mp,5,aq.strategy_dispatch,0.004166833333333333
24mp,5,butteraugli.malta.main,13.509583166666665
24mp,5,butteraugli.malta.sub,3.391875
24mp,5,butteraugli.mask.main,2.5229933333333334
24mp,5,butteraugli.mask_final.sub,3.0244443333333333
24mp,5,butteraugli.psycho.main.high_x,3.3906458333333336
24mp,5,butteraugli.psycho.main.high_y,3.2231248333333333
24mp,5,butteraugli.psycho.main.low_medium,10.743138833333333
24mp,5,butteraugli.psycho.main.medium_b,2.7220415
24mp,5,butteraugli.psycho.main.opsin,3.5432155
24mp,5,butteraugli.psycho.main.suppress_x,1.2392708333333335
24mp,5,butteraugli.psycho.main.ultra_x,3.061882
24mp,5,butteraugli.psycho.main.ultra_y,4.592041666666667
24mp,5,butteraugli.psycho.sub.high_x,0.7985136666666667
24mp,5,butteraugli.psycho.sub.high_y,0.800118
24mp,5,butteraugli.psycho.sub.low_medium,2.6553123333333333
24mp,5,butteraugli.psycho.sub.medium_b,0.6863821666666666
24mp,5,butteraugli.psycho.sub.opsin,2.719388666666667
24mp,5,butteraugli.psycho.sub.suppress_x,0.310521
24mp,5,butteraugli.psycho.sub.ultra_x,0.806493
24mp,5,butteraugli.psycho.sub.ultra_y,1.1329793333333333
24mp,5,butteraugli.resident_reduction,9.193076333333332
24mp,5,frontend.ac_strategy.dct16,15.355298333333332
24mp,5,frontend.ac_strategy.dct16x32,9.697597499999999
24mp,5,frontend.ac_strategy.dct16x8,8.761027833333335
24mp,5,frontend.ac_strategy.dct32,16.734909666666667
24mp,5,frontend.ac_strategy.dct32x16,8.252076166666667
24mp,5,frontend.ac_strategy.dct8,5.113784666666667
24mp,5,frontend.ac_strategy.dct8x16,8.443041666666668
24mp,5,frontend.ac_strategy.metadata,1.0090281666666667
24mp,5,frontend.ac_strategy.select,0.45868749999999997
24mp,5,frontend.initial_quantization,13.340902999999999
24mp,5,frontend.prepare_aq.reference.main.high_x,3.2355625000000003
24mp,5,frontend.prepare_aq.reference.main.high_y,3.2235971666666665
24mp,5,frontend.prepare_aq.reference.main.low_medium,10.695173833333333
24mp,5,frontend.prepare_aq.reference.main.mask,3.889715333333333
24mp,5,frontend.prepare_aq.reference.main.medium_b,2.735409833333333
24mp,5,frontend.prepare_aq.reference.main.opsin,3.549992833333333
24mp,5,frontend.prepare_aq.reference.main.suppress_x,1.2313404999999997
24mp,5,frontend.prepare_aq.reference.main.ultra_x,2.9734236666666667
24mp,5,frontend.prepare_aq.reference.main.ultra_y,4.598708333333334
24mp,5,frontend.prepare_aq.reference.sub.high_x,0.8782218333333334
24mp,5,frontend.prepare_aq.reference.sub.high_y,0.8072363333333334
24mp,5,frontend.prepare_aq.reference.sub.low_medium,2.673499833333333
24mp,5,frontend.prepare_aq.reference.sub.mask,0.9189514999999999
24mp,5,frontend.prepare_aq.reference.sub.medium_b,0.6905351666666667
24mp,5,frontend.prepare_aq.reference.sub.opsin,2.7092221666666663
24mp,5,frontend.prepare_aq.reference.sub.suppress_x,0.3868681666666667
24mp,5,frontend.prepare_aq.reference.sub.ultra_x,0.7363051666666666
24mp,5,frontend.prepare_aq.reference.sub.ultra_y,1.1443960000000002
24mp,5,frontend.quant_adjustment,0.05000000000000001
24mp,6,aq.epf.pass_1,3.843354333333334
24mp,6,aq.epf_linear.pass_2,2.938152666666667
24mp,6,aq.final_frame.dc_quantization,1.6146178333333332
24mp,6,aq.final_frame.dct16,0.18979866666666667
24mp,6,aq.final_frame.dct16x32,0.4087153333333333
24mp,6,aq.final_frame.dct16x8,0.149986
24mp,6,aq.final_frame.dct32,4.157451166666666
24mp,6,aq.final_frame.dct32x16,0.3769861666666667
24mp,6,aq.final_frame.dct8,1.0339721666666668
24mp,6,aq.final_frame.dct8x16,0.19870816666666666
24mp,6,aq.final_frame.quantizer,0.8579374999999999
24mp,6,aq.gaborish,3.5891454999999994
24mp,6,aq.policy_bounds,0.014750166666666667
24mp,6,aq.policy_initialize,0.043097166666666666
24mp,6,aq.policy_update,0.041347166666666664
24mp,6,aq.reconstruction.coefficients.dct16,0.18350716666666667
24mp,6,aq.reconstruction.coefficients.dct16x32,0.3515973333333333
24mp,6,aq.reconstruction.coefficients.dct16x8,0.13831916666666666
24mp,6,aq.reconstruction.coefficients.dct32,3.331868
24mp,6,aq.reconstruction.coefficients.dct32x16,0.32595850000000004
24mp,6,aq.reconstruction.coefficients.dct8,0.8149791666666668
24mp,6,aq.reconstruction.coefficients.dct8x16,0.16147233333333333
24mp,6,aq.reconstruction.dc_llf,0.46067316666666674
24mp,6,aq.reconstruction.dc_quantization,1.6393469999999999
24mp,6,aq.reconstruction.dc_smoothing,0.05384733333333334
24mp,6,aq.reconstruction.dct16,0.04134733333333334
24mp,6,aq.reconstruction.dct16x32,0.11095866666666666
24mp,6,aq.reconstruction.dct16x8,0.06797216666666668
24mp,6,aq.reconstruction.dct32,2.0280765
24mp,6,aq.reconstruction.dct32x16,0.08190266666666667
24mp,6,aq.reconstruction.dct8,0.5702916666666668
24mp,6,aq.reconstruction.dct8x16,0.07906266666666668
24mp,6,aq.reconstruction.final_cfl,2.933888833333333
24mp,6,aq.reconstruction.forward.dct16,0.04663900000000001
24mp,6,aq.reconstruction.forward.dct16x32,0.10676383333333334
24mp,6,aq.reconstruction.forward.dct16x8,0.07643033333333334
24mp,6,aq.reconstruction.forward.dct32,2.110305166666667
24mp,6,aq.reconstruction.forward.dct32x16,0.09250000000000001
24mp,6,aq.reconstruction.forward.dct8,0.5798333333333333
24mp,6,aq.reconstruction.forward.dct8x16,0.07818733333333334
24mp,6,aq.reconstruction.quantizer,0.8775138333333333
24mp,6,aq.reconstruction.reset,0.0020765
24mp,6,aq.strategy_dispatch,0.003416833333333333
24mp,6,butteraugli.malta.main,13.424263999999999
24mp,6,butteraugli.malta.sub,3.4082084999999993
24mp,6,butteraugli.mask.main,2.4932776666666663
24mp,6,butteraugli.mask_final.sub,3.012492833333333
24mp,6,butteraugli.psycho.main.high_x,3.2358886666666664
24mp,6,butteraugli.psycho.main.high_y,3.2339791666666664
24mp,6,butteraugli.psycho.main.low_medium,10.654319666666666
24mp,6,butteraugli.psycho.main.medium_b,2.8684168333333333
24mp,6,butteraugli.psycho.main.opsin,3.5986526666666667
24mp,6,butteraugli.psycho.main.suppress_x,1.2368819999999998
24mp,6,butteraugli.psycho.main.ultra_x,2.9331808333333336
24mp,6,butteraugli.psycho.main.ultra_y,4.655645833333334
24mp,6,butteraugli.psycho.sub.high_x,0.8044166666666666
24mp,6,butteraugli.psycho.sub.high_y,0.8840693333333333
24mp,6,butteraugli.psycho.sub.low_medium,2.7376318333333334
24mp,6,butteraugli.psycho.sub.medium_b,0.6899656666666667
24mp,6,butteraugli.psycho.sub.opsin,2.7141874999999995
24mp,6,butteraugli.psycho.sub.suppress_x,0.31150016666666663
24mp,6,butteraugli.psycho.sub.ultra_x,0.7430971666666665
24mp,6,butteraugli.psycho.sub.ultra_y,1.1660415
24mp,6,butteraugli.resident_reduction,9.363465499999998
24mp,6,frontend.ac_strategy.dct16,15.153916666666667
24mp,6,frontend.ac_strategy.dct16x32,9.770743000000001
24mp,6,frontend.ac_strategy.dct16x8,8.6855695
24mp,6,frontend.ac_strategy.dct32,16.695153
24mp,6,frontend.ac_strategy.dct32x16,8.430798666666668
24mp,6,frontend.ac_strategy.dct8,5.239375166666666
24mp,6,frontend.ac_strategy.dct8x16,8.391118166666667
24mp,6,frontend.ac_strategy.metadata,1.0178335
24mp,6,frontend.ac_strategy.select,0.488986
24mp,6,frontend.initial_quantization,13.356014
24mp,6,frontend.prepare_aq.reference.main.high_x,3.2764306666666663
24mp,6,frontend.prepare_aq.reference.main.high_y,3.2901181666666663
24mp,6,frontend.prepare_aq.reference.main.low_medium,10.735902666666666
24mp,6,frontend.prepare_aq.reference.main.mask,3.6306666666666665
24mp,6,frontend.prepare_aq.reference.main.medium_b,2.707715333333333
24mp,6,frontend.prepare_aq.reference.main.opsin,3.6402013333333336
24mp,6,frontend.prepare_aq.reference.main.suppress_x,1.2431526666666668
24mp,6,frontend.prepare_aq.reference.main.ultra_x,2.9840278333333337
24mp,6,frontend.prepare_aq.reference.main.ultra_y,4.506131833333333
24mp,6,frontend.prepare_aq.reference.sub.high_x,0.8184998333333332
24mp,6,frontend.prepare_aq.reference.sub.high_y,0.8043403333333333
24mp,6,frontend.prepare_aq.reference.sub.low_medium,2.6595831666666663
24mp,6,frontend.prepare_aq.reference.sub.mask,0.9921386666666665
24mp,6,frontend.prepare_aq.reference.sub.medium_b,0.6893261666666667
24mp,6,frontend.prepare_aq.reference.sub.opsin,2.8642571666666665
24mp,6,frontend.prepare_aq.reference.sub.suppress_x,0.3104373333333333
24mp,6,frontend.prepare_aq.reference.sub.ultra_x,0.7522986666666666
24mp,6,frontend.prepare_aq.reference.sub.ultra_y,1.21234
24mp,6,frontend.quant_adjustment,0.047882
24mp,7,aq.epf.pass_1,7.474027666666667
24mp,7,aq.epf_linear.pass_2,5.8335205
24mp,7,aq.final_frame.dc_quantization,1.6177015
24mp,7,aq.final_frame.dct16,0.19174283333333333
24mp,7,aq.final_frame.dct16x32,0.413132
24mp,7,aq.final_frame.dct16x8,0.15076366666666666
24mp,7,aq.final_frame.dct32,4.179118
24mp,7,aq.final_frame.dct32x16,0.3659165
24mp,7,aq.final_frame.dct8,1.1077985
24mp,7,aq.final_frame.dct8x16,0.20265266666666668
24mp,7,aq.final_frame.quantizer,0.8087846666666666
24mp,7,aq.gaborish,7.313652333333334
24mp,7,aq.policy_bounds,0.014784666666666666
24mp,7,aq.policy_initialize,0.04245833333333334
24mp,7,aq.policy_update,0.08338183333333334
24mp,7,aq.reconstruction.coefficients.dct16,0.36975
24mp,7,aq.reconstruction.coefficients.dct16x32,0.7078616666666666
24mp,7,aq.reconstruction.coefficients.dct16x8,0.2715625
24mp,7,aq.reconstruction.coefficients.dct32,6.697006833333333
24mp,7,aq.reconstruction.coefficients.dct32x16,0.6555136666666667
24mp,7,aq.reconstruction.coefficients.dct8,1.6442773333333334
24mp,7,aq.reconstruction.coefficients.dct8x16,0.32023650000000004
24mp,7,aq.reconstruction.dc_llf,0.9196036666666668
24mp,7,aq.reconstruction.dc_quantization,3.2905138333333332
24mp,7,aq.reconstruction.dc_smoothing,0.08650716666666665
24mp,7,aq.reconstruction.dct16,0.09497933333333335
24mp,7,aq.reconstruction.dct16x32,0.21840283333333332
24mp,7,aq.reconstruction.dct16x8,0.13625700000000002
24mp,7,aq.reconstruction.dct32,4.171694333333333
24mp,7,aq.reconstruction.dct32x16,0.16199933333333333
24mp,7,aq.reconstruction.dct8,1.1354723333333332
24mp,7,aq.reconstruction.dct8x16,0.15736150000000002
24mp,7,aq.reconstruction.final_cfl,2.9743123333333332
24mp,7,aq.reconstruction.forward.dct16,0.04610433333333333
24mp,7,aq.reconstruction.forward.dct16x32,0.106236
24mp,7,aq.reconstruction.forward.dct16x8,0.07704183333333335
24mp,7,aq.reconstruction.forward.dct32,2.10209
24mp,7,aq.reconstruction.forward.dct32x16,0.09283333333333332
24mp,7,aq.reconstruction.forward.dct8,0.5901178333333333
24mp,7,aq.reconstruction.forward.dct8x16,0.0783125
24mp,7,aq.reconstruction.quantizer,1.7228055
24mp,7,aq.reconstruction.reset,0.0046805
24mp,7,aq.strategy_dispatch,0.0033333333333333335
24mp,7,butteraugli.malta.main,26.927159833333334
24mp,7,butteraugli.malta.sub,6.656868333333333
24mp,7,butteraugli.mask.main,5.076840166666666
24mp,7,butteraugli.mask_final.sub,6.145229333333333
24mp,7,butteraugli.psycho.main.high_x,6.626353833333333
24mp,7,butteraugli.psycho.main.high_y,6.577374833333333
24mp,7,butteraugli.psycho.main.low_medium,21.4668195
24mp,7,butteraugli.psycho.main.medium_b,5.5216596666666655
24mp,7,butteraugli.psycho.main.opsin,7.122125166666667
24mp,7,butteraugli.psycho.main.suppress_x,2.4761391666666666
24mp,7,butteraugli.psycho.main.ultra_x,6.021805666666666
24mp,7,butteraugli.psycho.main.ultra_y,9.105882166666666
24mp,7,butteraugli.psycho.sub.high_x,1.6169721666666668
24mp,7,butteraugli.psycho.sub.high_y,1.6067498333333334
24mp,7,butteraugli.psycho.sub.low_medium,5.380958
24mp,7,butteraugli.psycho.sub.medium_b,1.3740556666666668
24mp,7,butteraugli.psycho.sub.opsin,5.5672985
24mp,7,butteraugli.psycho.sub.suppress_x,0.6214305
24mp,7,butteraugli.psycho.sub.ultra_x,1.4688539999999997
24mp,7,butteraugli.psycho.sub.ultra_y,2.3391668333333335
24mp,7,butteraugli.resident_reduction,18.582875333333334
24mp,7,frontend.ac_strategy.dct16,15.196576333333335
24mp,7,frontend.ac_strategy.dct16x32,9.996666666666668
24mp,7,frontend.ac_strategy.dct16x8,8.739513833333334
24mp,7,frontend.ac_strategy.dct32,16.711138833333333
24mp,7,frontend.ac_strategy.dct32x16,8.198027666666666
24mp,7,frontend.ac_strategy.dct8,5.0445278333333325
24mp,7,frontend.ac_strategy.dct8x16,8.4532225
24mp,7,frontend.ac_strategy.metadata,0.9722221666666666
24mp,7,frontend.ac_strategy.select,0.4035486666666666
24mp,7,frontend.initial_quantization,13.470930666666666
24mp,7,frontend.prepare_aq.reference.main.high_x,3.2004445
24mp,7,frontend.prepare_aq.reference.main.high_y,3.2246321666666673
24mp,7,frontend.prepare_aq.reference.main.low_medium,10.724006833333334
24mp,7,frontend.prepare_aq.reference.main.mask,3.754729166666667
24mp,7,frontend.prepare_aq.reference.main.medium_b,2.7251318333333328
24mp,7,frontend.prepare_aq.reference.main.opsin,3.6338338333333335
24mp,7,frontend.prepare_aq.reference.main.suppress_x,1.2617083333333332
24mp,7,frontend.prepare_aq.reference.main.ultra_x,3.0361736666666665
24mp,7,frontend.prepare_aq.reference.main.ultra_y,4.6753055
24mp,7,frontend.prepare_aq.reference.sub.high_x,0.8035139999999998
24mp,7,frontend.prepare_aq.reference.sub.high_y,0.8090276666666667
24mp,7,frontend.prepare_aq.reference.sub.low_medium,2.657854166666667
24mp,7,frontend.prepare_aq.reference.sub.mask,0.9162359999999999
24mp,7,frontend.prepare_aq.reference.sub.medium_b,0.6894860000000002
24mp,7,frontend.prepare_aq.reference.sub.opsin,2.833479
24mp,7,frontend.prepare_aq.reference.sub.suppress_x,0.308993
24mp,7,frontend.prepare_aq.reference.sub.ultra_x,0.7374026666666667
24mp,7,frontend.prepare_aq.reference.sub.ultra_y,1.1731526666666667
24mp,7,frontend.quant_adjustment,0.049784666666666665
24mp,8,aq.epf.pass_1,11.282944333333333
24mp,8,aq.epf_linear.pass_2,8.825243166666667
24mp,8,aq.final_frame.dc_quantization,1.636514
24mp,8,aq.final_frame.dct16,0.190375
24mp,8,aq.final_frame.dct16x32,0.4282638333333333
24mp,8,aq.final_frame.dct16x8,0.1502915
24mp,8,aq.final_frame.dct32,4.243229499999999
24mp,8,aq.final_frame.dct32x16,0.3647221666666666
24mp,8,aq.final_frame.dct8,1.0221598333333333
24mp,8,aq.final_frame.dct8x16,0.200271
24mp,8,aq.final_frame.quantizer,0.8696456666666667
24mp,8,aq.gaborish,10.921479333333332
24mp,8,aq.policy_bounds,0.014861
24mp,8,aq.policy_initialize,0.0428125
24mp,8,aq.policy_update,0.1436805
24mp,8,aq.reconstruction.coefficients.dct16,0.5513681666666667
24mp,8,aq.reconstruction.coefficients.dct16x32,1.0737223333333332
24mp,8,aq.reconstruction.coefficients.dct16x8,0.40666
24mp,8,aq.reconstruction.coefficients.dct32,10.089715166666666
24mp,8,aq.reconstruction.coefficients.dct32x16,1.0425765
24mp,8,aq.reconstruction.coefficients.dct8,2.449271
24mp,8,aq.reconstruction.coefficients.dct8x16,0.47515933333333327
24mp,8,aq.reconstruction.dc_llf,1.448923
24mp,8,aq.reconstruction.dc_quantization,4.866777333333333
